run_id,model_name,prior_method,prior_lambda,synthetic_prior_rho,calibration_method,score_transform,score_alpha,eval_split,average_precision,roc_auc,log_loss,brier_score,score_entropy,normalized_score_entropy,tie_rate,n_unique_scores,occupied_bins,max_score_gap,train_time_seconds,predict_time_seconds,n_train,n_eval,positive_rate_train,positive_rate_eval
20,logistic,label_smoothing,0.01,,none,shrinkage,0.05,val,0.06333565251233313,0.9177000410741878,0.06204491850936932,0.012080519841291474,1.7742586708843842,0.45353993788444064,0.0,60000,48,0.019997646037888672,0.10906803599993964,0.16874774400002934,1740,60000,0.09900966666666668,0.0009666666666666667
21,logistic,label_smoothing,0.01,,none,shrinkage,0.1,val,0.06333565251233313,0.9177000410741878,0.05814491982797745,0.010900371106077838,1.72574946016433,0.4411399058159316,0.0,60000,45,0.0189451383516841,0.10906803599993964,0.16874774400002934,1740,60000,0.09900966666666668,0.0009666666666666667
22,logistic,label_smoothing,0.01,,none,shrinkage,0.2,val,0.06333565251233313,0.9177000410741878,0.050843587116744825,0.008738460273369685,1.6215802172225657,0.414511932821595,0.0,60000,40,0.01684012297927462,0.10906803599993964,0.16874774400002934,1740,60000,0.09900966666666668,0.0009666666666666667
23,logistic,label_smoothing,0.01,,none,noise_rank,0.9,val,0.06857204966544814,0.907524400023471,,,2.443778446432833,0.6246840683303643,0.0,60000,48,0.03341773038683338,0.10906803599993964,0.16874774400002934,1740,60000,0.09900966666666668,0.0009666666666666667
24,logistic,label_smoothing,0.01,,none,noise_rank,0.95,val,0.06728636115169702,0.9142760415528113,,,2.1976547613943533,0.5617693859021246,0.0,60000,49,0.025799980364184516,0.10906803599993964,0.16874774400002934,1740,60000,0.09900966666666668,0.0009666666666666667
25,logistic,label_smoothing,0.01,,none,noise_rank,0.98,val,0.06440857600513818,0.9149747054336433,,,2.025475071868947,0.5177564316616976,0.0,60000,50,0.023959419120826775,0.10906803599993964,0.16874774400002934,1740,60000,0.09900966666666668,0.0009666666666666667
26,logistic,label_smoothing,0.01,,none,noise_rank,0.99,val,0.06411410294223321,0.9156526596399508,,,1.9298489584749237,0.49331227239644365,0.0,60000,50,0.02013925994368615,0.10906803599993964,0.16874774400002934,1740,60000,0.09900966666666668,0.0009666666666666667
27,logistic,label_smoothing,0.01,,none,raw,,test,0.03171784698000819,0.9132310658924316,0.06650740289305608,0.01352546272345545,1.8177982616582125,0.46466962467652106,0.0,60000,49,0.006454151566398614,0.10906803599993964,0.09596704700004466,1740,60000,0.09900966666666668,0.0009666666666666667
28,logistic,label_smoothing,0.01,,none,shrinkage,0.01,test,0.03171784698000819,0.9132310658924316,0.06564050271022516,0.013267998737679488,1.8085937408241335,0.46231674463943867,0.0,60000,48,0.006389610050734684,0.10906803599993964,0.09596704700004466,1740,60000,0.09900966666666668,0.0009666666666666667
29,logistic,label_smoothing,0.01,,none,shrinkage,0.05,test,0.03171784698000819,0.9132310658924316,0.06231225693893838,0.01226478252806324,1.7705599304675625,0.45259445765293654,0.0,60000,46,0.006131443988078633,0.10906803599993964,0.09596704700004466,1740,60000,0.09900966666666668,0.0009666666666666667
30,logistic,label_smoothing,0.01,,none,shrinkage,0.1,test,0.03171784698000819,0.9132310658924316,0.05837828160972816,0.011070701666390041,1.7216781237276106,0.44009918176316654,0.0,60000,44,0.0058087364097587635,0.10906803599993964,0.09596704700004466,1740,60000,0.09900966666666668,0.0009666666666666667
31,logistic,label_smoothing,0.01,,none,shrinkage,0.2,test,0.03171784698000819,0.9132310658924316,0.051023745041735055,0.00888233794420065,1.6178436168360226,0.4135567747406332,0.0,60000,39,0.005163321253118913,0.10906803599993964,0.09596704700004466,1740,60000,0.09900966666666668,0.0009666666666666667
32,logistic,label_smoothing,0.01,,none,noise_rank,0.9,test,0.034134788737645735,0.9117117811585682,,,2.440824423809001,0.6239289545133614,0.0,60000,48,0.016839909972926725,0.10906803599993964,0.09596704700004466,1740,60000,0.09900966666666668,0.0009666666666666667
33,logistic,label_smoothing,0.01,,none,noise_rank,0.95,test,0.03239244490036553,0.9184686001065397,,,2.1958840792065404,0.5613167601927778,0.0,60000,48,0.019650442615862795,0.10906803599993964,0.09596704700004466,1740,60000,0.09900966666666668,0.0009666666666666667
34,logistic,label_smoothing,0.01,,none,noise_rank,0.98,test,0.03197248758019781,0.9159719337888694,,,2.022630234037493,0.5170292279035636,0.0,60000,48,0.006809623759942762,0.10906803599993964,0.09596704700004466,1740,60000,0.09900966666666668,0.0009666666666666667
35,logistic,label_smoothing,0.01,,none,noise_rank,0.99,test,0.03192467997124102,0.9145219689377894,,,1.928509140180779,0.49296978507152617,0.0,60000,48,0.007435502171931785,0.10906803599993964,0.09596704700004466,1740,60000,0.09900966666666668,0.0009666666666666667
36,logistic,label_smoothing,0.05,,none,raw,,val,0.06245693453235218,0.9176410760286667,0.06286918008035218,0.012123979294301061,1.796520148461023,0.45923046617268176,0.0,60000,50,0.024822735345257918,0.024779750999982753,0.16572303100008412,1740,60000,0.09504833333333333,0.0009666666666666667
37,logistic,label_smoothing,0.05,,none,shrinkage,0.01,val,0.06245693453235218,0.9176410760286667,0.062066016434138914,0.011893693905523238,1.786422085649236,0.4566491769528139,0.0,60000,50,0.024574507991805272,0.024779750999982753,0.16572303100008412,1740,60000,0.09504833333333333,0.0009666666666666667
38,logistic,label_smoothing,0.05,,none,shrinkage,0.05,val,0.06245693453235218,0.9176410760286667,0.059013568102057705,0.010996532737898215,1.748502202238168,0.4469560122248835,0.0,60000,48,0.023581598577995022,0.024779750999982753,0.16572303100008412,1740,60000,0.09504833333333333,0.0009666666666666667
39,logistic,label_smoothing,0.05,,none,shrinkage,0.1,val,0.06245693453235218,0.9176410760286667,0.055389232469709976,0.009929037150211043,1.7002699552487825,0.43462677823968954,0.0,60000,45,0.022340461810732126,0.024779750999982753,0.16572303100008412,1740,60000,0.09504833333333333,0.0009666666666666667
40,logistic,label_smoothing,0.05,,none,shrinkage,0.2,val,0.06245693453235218,0.9176410760286667,0.048556679874257616,0.007973898880983724,1.5950036814461028,0.40771837978277425,0.0,60000,40,0.019858188276206334,0.024779750999982753,0.16572303100008412,1740,60000,0.09504833333333333,0.0009666666666666667
41,logistic,label_smoothing,0.05,,none,noise_rank,0.9,val,0.06775765422476489,0.9064492227544098,,,2.4205328041596066,0.618741965678879,0.0,60000,48,0.03688064660440371,0.024779750999982753,0.16572303100008412,1740,60000,0.09504833333333333,0.0009666666666666667
42,logistic,label_smoothing,0.05,,none,noise_rank,0.95,val,0.06598023052143784,0.9142104609168173,,,2.171366281434374,0.5550494663302042,0.0,60000,50,0.0239835162045392,0.024779750999982753,0.16572303100008412,1740,60000,0.09504833333333333,0.0009666666666666667
43,logistic,label_smoothing,0.05,,none,noise_rank,0.98,val,0.06383707059381369,0.9149022215728078,,,1.9994484313045293,0.5111034440569969,0.0,60000,49,0.027876551100214808,0.024779750999982753,0.16572303100008412,1740,60000,0.09504833333333333,0.0009666666666666667
44,logistic,label_smoothing,0.05,,none,noise_rank,0.99,val,0.06330318142539307,0.9156296488904792,,,1.904305935011291,0.48678290806801555,0.0,60000,49,0.023874115748638958,0.024779750999982753,0.16572303100008412,1740,60000,0.09504833333333333,0.0009666666666666667
45,logistic,label_smoothing,0.05,,none,raw,,test,0.03161864111153664,0.9131050820390746,0.06312879675620786,0.012321756843210203,1.7923286547629098,0.45815902725417407,0.0,60000,48,0.00976974048884438,0.024779750999982753,0.10034365699993941,1740,60000,0.09504833333333333,0.0009666666666666667
46,logistic,label_smoothing,0.05,,none,shrinkage,0.01,test,0.03161864111153664,0.9131050820390746,0.06233599864661745,0.012088583903922381,1.7826432096988347,0.45568321229842457,0.0,60000,48,0.009672043083955861,0.024779750999982753,0.10034365699993941,1740,60000,0.09504833333333333,0.0009666666666666667
47,logistic,label_smoothing,0.05,,none,shrinkage,0.05,test,0.03161864111153664,0.9131050820390746,0.0592707731555135,0.011180056327190888,1.7443891040855042,0.44590461294963474,0.0,60000,46,0.009281253464402228,0.024779750999982753,0.10034365699993941,1740,60000,0.09504833333333333,0.0009666666666666667
48,logistic,label_smoothing,0.05,,none,shrinkage,0.1,test,0.03161864111153664,0.9131050820390746,0.05561914091219742,0.010098766262221039,1.6954746970906125,0.43340100371036894,0.0,60000,43,0.008792766439959854,0.024779750999982753,0.10034365699993941,1740,60000,0.09504833333333333,0.0009666666666666667
49,logistic,label_smoothing,0.05,,none,shrinkage,0.2,test,0.03161864111153664,0.9131050820390746,0.04874067866942061,0.008117417485429735,1.5911590076691293,0.4067355957419752,0.0,60000,39,0.007815792391075549,0.024779750999982753,0.10034365699993941,1740,60000,0.09504833333333333,0.0009666666666666667
50,logistic,label_smoothing,0.05,,none,noise_rank,0.9,test,0.03321269468787579,0.9109673834131614,,,2.417670929607967,0.6180104069565328,0.0,60000,48,0.020469034166820665,0.024779750999982753,0.10034365699993941,1740,60000,0.09504833333333333,0.0009666666666666667
51,logistic,label_smoothing,0.05,,none,noise_rank,0.95,test,0.03243646212812847,0.9182758850797149,,,2.169779025417591,0.5546437284256518,0.0,60000,48,0.022522829891931107,0.024779750999982753,0.10034365699993941,1740,60000,0.09504833333333333,0.0009666666666666667
52,logistic,label_smoothing,0.05,,none,noise_rank,0.98,test,0.03185246864035711,0.9159181461619795,,,1.9963148270865778,0.5103024251944791,0.0,60000,48,0.010018489944266351,0.024779750999982753,0.10034365699993941,1740,60000,0.09504833333333333,0.0009666666666666667
53,logistic,label_smoothing,0.05,,none,noise_rank,0.99,test,0.031778177071566306,0.9144658802359522,,,1.9040280360553217,0.4867118709203342,0.0,60000,48,0.009754913812413335,0.024779750999982753,0.10034365699993941,1740,60000,0.09504833333333333,0.0009666666666666667
54,logistic,label_smoothing,0.1,,none,raw,,val,0.06388607278099422,0.9182810624983461,0.05864417571908284,0.010672379613188813,1.7574391959285192,0.44924050637994106,0.0,60000,49,0.03265939727190348,0.028434881000066525,0.16390367899998637,1740,60000,0.09009666666666666,0.0009666666666666667
55,logistic,label_smoothing,0.1,,none,shrinkage,0.01,val,0.06388607278099422,0.9182810624983461,0.05792755682397156,0.010471368399045293,1.7483299828683663,0.4469119891274828,0.0,60000,50,0.03233280329918442,0.028434881000066525,0.16390367899998637,1740,60000,0.09009666666666666,0.0009666666666666667
56,logistic,label_smoothing,0.1,,none,shrinkage,0.05,val,0.06388607278099422,0.9182810624983461,0.05517588802519416,0.009688322479892182,1.709800355625302,0.43706296032841846,0.0,60000,48,0.0310264274083083,0.028434881000066525,0.16390367899998637,1740,60000,0.09009666666666666,0.0009666666666666667
57,logistic,label_smoothing,0.1,,none,shrinkage,0.1,val,0.06388607278099422,0.9182810624983461,0.051882093218897515,0.008756762690148006,1.661314383355939,0.4246688685242327,0.0,60000,44,0.02939345754471312,0.028434881000066525,0.16390367899998637,1740,60000,0.09009666666666666,0.0009666666666666667
58,logistic,label_smoothing,0.1,,none,shrinkage,0.2,val,0.06388607278099422,0.9182810624983461,0.045622690435516464,0.007051135141317008,1.5559071651776162,0.3977244415533114,0.0,60000,40,0.02612751781752276,0.028434881000066525,0.16390367899998637,1740,60000,0.09009666666666666,0.0009666666666666667
59,logistic,label_smoothing,0.1,,none,noise_rank,0.9,val,0.06784381493337192,0.9054962900919163,,,2.387007531727888,0.6101721611595291,0.0,60000,48,0.04318496179053244,0.028434881000066525,0.16390367899998637,1740,60000,0.09009666666666666,0.0009666666666666667
60,logistic,label_smoothing,0.1,,none,noise_rank,0.95,val,0.06587774629517483,0.9147391328859276,,,2.133327851588689,0.5453259984996458,0.0,60000,48,0.02752446619247695,0.028434881000066525,0.16390367899998637,1740,60000,0.09009666666666666,0.0009666666666666667
61,logistic,label_smoothing,0.1,,none,noise_rank,0.98,val,0.06485849211151631,0.915613541365849,,,1.9602459883912906,0.5010824286235899,0.0,60000,49,0.03181729949561318,0.028434881000066525,0.16390367899998637,1740,60000,0.09009666666666666,0.0009666666666666667
62,logistic,label_smoothing,0.1,,none,noise_rank,0.99,val,0.0641390534933196,0.9163294633087847,,,1.8675776455448125,0.47739434122791363,0.0,60000,50,0.031632411056018106,0.028434881000066525,0.16390367899998637,1740,60000,0.09009666666666666,0.0009666666666666667
