run_id,model_name,prior_method,prior_lambda,synthetic_prior_rho,calibration_method,score_transform,score_alpha,eval_split,average_precision,roc_auc,log_loss,brier_score,score_entropy,normalized_score_entropy,tie_rate,n_unique_scores,occupied_bins,max_score_gap,train_time_seconds,predict_time_seconds,n_train,n_eval,positive_rate_train,positive_rate_eval
177,logistic_balanced,none,,,none,noise_rank,0.95,test,0.03476111271365021,0.9047674246024029,,,3.2316565123554555,0.826083207555619,0.0,60000,50,0.0037500188781507404,0.02353451600004064,0.0925265189999891,1740,60000,0.1,0.0009666666666666667
178,logistic_balanced,none,,,none,noise_rank,0.98,test,0.031980866040474065,0.9037408575416006,,,3.204094278036224,0.8190376880683902,0.0,60000,50,0.003972226764866749,0.02353451600004064,0.0925265189999891,1740,60000,0.1,0.0009666666666666667
179,logistic_balanced,none,,,none,noise_rank,0.99,test,0.030663185246191164,0.9031825592325455,,,3.1975237244918358,0.8173581085937114,0.0,60000,50,0.0024142820092203365,0.02353451600004064,0.0925265189999891,1740,60000,0.1,0.0009666666666666667
180,linear_svm,none,,,sigmoid,raw,,val,0.0615895550618671,0.9065565103738211,0.06828890611103579,0.013853421325542611,1.8524513484940837,0.47352772361606926,0.0,60000,50,0.020103673914661724,0.05691534100003537,0.48320292300002166,1740,60000,0.1,0.0009666666666666667
181,linear_svm,none,,,sigmoid,shrinkage,0.01,val,0.0615895550618671,0.9065565103738211,0.06741692346257785,0.013588591736075644,1.8431951833450007,0.4711616421446056,0.0,60000,50,0.019902637175515103,0.05691534100003537,0.48320292300002166,1740,60000,0.1,0.0009666666666666667
182,linear_svm,none,,,sigmoid,shrinkage,0.05,val,0.0615895550618671,0.9065565103738211,0.06407204268792467,0.012556738569810552,1.8050632406414922,0.46141427034985943,0.0,60000,48,0.01909849021892862,0.05691534100003537,0.48320292300002166,1740,60000,0.1,0.0009666666666666667
183,linear_svm,none,,,sigmoid,shrinkage,0.1,val,0.0615895550618671,0.9065565103738211,0.060091070458920585,0.011328718793085448,1.7563819042135236,0.44897023912600914,0.0,60000,45,0.018093306523195518,0.05691534100003537,0.48320292300002166,1740,60000,0.1,0.0009666666666666667
184,linear_svm,none,,,sigmoid,shrinkage,0.2,val,0.0615895550618671,0.9065565103738211,0.052588616681371436,0.009078668176656092,1.6504809510160647,0.4218996025140783,0.0,60000,40,0.016082939131729423,0.05691534100003537,0.48320292300002166,1740,60000,0.1,0.0009666666666666667
185,linear_svm,none,,,sigmoid,noise_rank,0.9,val,0.06691429702164842,0.894930041568919,,,2.463153037316261,0.6296366442371379,0.0,60000,49,0.016980921996905374,0.05691534100003537,0.48320292300002166,1740,60000,0.1,0.0009666666666666667
186,linear_svm,none,,,sigmoid,noise_rank,0.95,val,0.06555467200637277,0.9040828548056223,,,2.219958371849775,0.5674706842903177,0.0,60000,49,0.02068382729217111,0.05691534100003537,0.48320292300002166,1740,60000,0.1,0.0009666666666666667
187,linear_svm,none,,,sigmoid,noise_rank,0.98,val,0.06371547742108549,0.9042744192949737,,,2.0518919128425335,0.5245091631607026,0.0,60000,50,0.028313384366374317,0.05691534100003537,0.48320292300002166,1740,60000,0.1,0.0009666666666666667
188,linear_svm,none,,,sigmoid,noise_rank,0.99,val,0.06215965358239049,0.9046313735461522,,,1.9605819165895313,0.5011682993349263,0.0,60000,50,0.025360802070478305,0.05691534100003537,0.48320292300002166,1740,60000,0.1,0.0009666666666666667
189,linear_svm,none,,,sigmoid,raw,,test,0.031583364131749836,0.9056590911444281,0.06828118682133642,0.0139129508468837,1.8508949530688015,0.47312987436438475,0.0,60000,48,0.011512787415748571,0.05691534100003537,0.41225521299998036,1740,60000,0.1,0.0009666666666666667
190,linear_svm,none,,,sigmoid,shrinkage,0.01,test,0.031583364131749836,0.9056590911444281,0.06742141763538019,0.013647962309484327,1.8415582883866843,0.4707432154236878,0.0,60000,47,0.01139765954159111,0.05691534100003537,0.41225521299998036,1740,60000,0.1,0.0009666666666666667
191,linear_svm,none,,,sigmoid,shrinkage,0.05,test,0.031583364131749836,0.9056590911444281,0.06408727119733354,0.012615385200523759,1.804108839233345,0.4611703041444402,0.0,60000,46,0.010937148044961154,0.05691534100003537,0.41225521299998036,1740,60000,0.1,0.0009666666666666667
192,linear_svm,none,,,sigmoid,shrinkage,0.1,test,0.031583364131749836,0.9056590911444281,0.06010589609766847,0.011386262155756121,1.7555719904110634,0.4487632071629209,0.0,60000,43,0.010361508674173736,0.05691534100003537,0.41225521299998036,1740,60000,0.1,0.0009666666666666667
193,linear_svm,none,,,sigmoid,shrinkage,0.2,test,0.031583364131749836,0.9056590911444281,0.052600654322350525,0.009133343870997748,1.6502358252923273,0.42183694293273194,0.0,60000,38,0.009210229932598901,0.05691534100003537,0.41225521299998036,1740,60000,0.1,0.0009666666666666667
194,linear_svm,none,,,sigmoid,noise_rank,0.9,test,0.03394682586918077,0.8985228824645434,,,2.460180804468907,0.6288768754823966,0.0,60000,47,0.024098686290445204,0.05691534100003537,0.41225521299998036,1740,60000,0.1,0.0009666666666666667
195,linear_svm,none,,,sigmoid,noise_rank,0.95,test,0.03264051928083928,0.904446424647274,,,2.2183580562254477,0.5670616080599103,0.0,60000,48,0.021269934947540148,0.05691534100003537,0.41225521299998036,1740,60000,0.1,0.0009666666666666667
196,linear_svm,none,,,sigmoid,noise_rank,0.98,test,0.03198125380291862,0.907203400068342,,,2.0504335531919895,0.5241363740312622,0.0,60000,48,0.010563026792623886,0.05691534100003537,0.41225521299998036,1740,60000,0.1,0.0009666666666666667
197,linear_svm,none,,,sigmoid,noise_rank,0.99,test,0.03186353269146976,0.9070311070816732,,,1.9592800308240879,0.500835508407154,0.0,60000,48,0.009264117708328357,0.05691534100003537,0.41225521299998036,1740,60000,0.1,0.0009666666666666667
198,catboost_conservative,none,,,none,raw,,val,0.05725110277077579,0.9205397113761694,0.05669918941806752,0.012058934160831408,1.4343140240801302,0.3666425330551331,0.11771666666666669,52937,49,0.0056635874643360395,0.7130720399999291,0.033129752000036206,1740,60000,0.1,0.0009666666666666667
199,catboost_conservative,none,,,none,shrinkage,0.01,val,0.05725110277077579,0.9205397113761694,0.05562168595216152,0.011828508310664477,1.4259056054462254,0.3644931544287197,0.11771666666666669,52937,48,0.005606951589692599,0.7130720399999291,0.033129752000036206,1740,60000,0.1,0.0009666666666666667
200,catboost_conservative,none,,,none,shrinkage,0.05,val,0.05725110277077579,0.9205397113761694,0.05183382757227553,0.01093094507783125,1.3917243776064103,0.3557556731326264,0.11771666666666669,52937,46,0.005380408091119171,0.7130720399999291,0.033129752000036206,1740,60000,0.1,0.0009666666666666667
201,catboost_conservative,none,,,none,shrinkage,0.1,val,0.05725110277077579,0.9205397113761694,0.04780423952503573,0.009863306414417374,1.3491017817286934,0.3448603906103673,0.11771666666666669,52937,44,0.005097228717902413,0.7130720399999291,0.033129752000036206,1740,60000,0.1,0.0009666666666666667
202,catboost_conservative,none,,,none,shrinkage,0.2,val,0.05725110277077579,0.9205397113761694,0.040974393097971046,0.00790908034634848,1.2719409437634581,0.32513636601793255,0.11771666666666669,52937,39,0.004530869971468787,0.7130720399999291,0.033129752000036206,1740,60000,0.1,0.0009666666666666667
203,catboost_conservative,none,,,none,noise_rank,0.9,val,0.050524318560140336,0.9051381853032644,,,2.2346531978415145,0.5712270083127863,0.0,60000,48,0.004607496281421153,0.7130720399999291,0.033129752000036206,1740,60000,0.1,0.0009666666666666667
204,catboost_conservative,none,,,none,noise_rank,0.95,val,0.05454269044188155,0.9144192834682723,,,1.9252542214621147,0.49213775552718353,0.0,60000,48,0.003752560018015494,0.7130720399999291,0.033129752000036206,1740,60000,0.1,0.0009666666666666667
205,catboost_conservative,none,,,none,noise_rank,0.98,val,0.056949459116377714,0.9162880439597358,,,1.7164829418756398,0.43877117785195174,0.0,60000,48,0.005660317161262141,0.7130720399999291,0.033129752000036206,1740,60000,0.1,0.0009666666666666667
206,catboost_conservative,none,,,none,noise_rank,0.99,val,0.05938415268831454,0.9175076136817314,,,1.5805945243623338,0.40403507908035624,0.0,60000,49,0.006369314549891758,0.7130720399999291,0.033129752000036206,1740,60000,0.1,0.0009666666666666667
207,catboost_conservative,none,,,none,raw,,test,0.03338946599097961,0.9141320805514296,0.0569688404112767,0.01211444885180259,1.4314258233103392,0.36590424476649486,0.11895,52863,49,0.004257270162140392,0.7130720399999291,0.035137811000026886,1740,60000,0.1,0.0009666666666666667
208,catboost_conservative,none,,,none,shrinkage,0.01,test,0.03338946599097961,0.9141320805514296,0.055859960409158034,0.01188400328326001,1.4227172549802094,0.3636781412088097,0.11895,52863,48,0.004214697460519001,0.7130720399999291,0.035137811000026886,1740,60000,0.1,0.0009666666666666667
209,catboost_conservative,none,,,none,shrinkage,0.05,test,0.03338946599097961,0.9141320805514296,0.05199384435737451,0.010986253009543574,1.3899564762501304,0.35530375826560573,0.11895,52863,46,0.004044406654033328,0.7130720399999291,0.035137811000026886,1740,60000,0.1,0.0009666666666666667
210,catboost_conservative,none,,,none,shrinkage,0.1,test,0.03338946599097961,0.9141320805514296,0.0479151450167995,0.009918137168419296,1.3481854223160987,0.34462614878425246,0.11895,52863,44,0.003831543145926375,0.7130720399999291,0.035137811000026886,1740,60000,0.1,0.0009666666666666667
211,catboost_conservative,none,,,none,shrinkage,0.2,test,0.03338946599097961,0.9141320805514296,0.0410440594594118,0.007962145489574949,1.2685882385971134,0.32427934008488135,0.11895,52863,39,0.0034058161297123024,0.7130720399999291,0.035137811000026886,1740,60000,0.1,0.0009666666666666667
212,catboost_conservative,none,,,none,noise_rank,0.9,test,0.03610972099895086,0.9077418516059778,,,2.2293991651663463,0.5698839608235772,0.0,60000,48,0.006004184475052021,0.7130720399999291,0.035137811000026886,1740,60000,0.1,0.0009666666666666667
213,catboost_conservative,none,,,none,noise_rank,0.95,test,0.03456187527148706,0.917862554492331,,,1.9206666933241388,0.49096508140650214,0.0,60000,49,0.004713275203344969,0.7130720399999291,0.035137811000026886,1740,60000,0.1,0.0009666666666666667
214,catboost_conservative,none,,,none,noise_rank,0.98,test,0.03370009458527831,0.9183848985053367,,,1.7130614241158257,0.4378965618910879,0.0,60000,49,0.005057234157601731,0.7130720399999291,0.035137811000026886,1740,60000,0.1,0.0009666666666666667
215,catboost_conservative,none,,,none,noise_rank,0.99,test,0.033635534879642146,0.9159946569039726,,,1.5781473846858236,0.40340953580693617,0.0,60000,49,0.004713518989461207,0.7130720399999291,0.035137811000026886,1740,60000,0.1,0.0009666666666666667
216,catboost_conservative,label_smoothing,0.01,,none,raw,,val,0.06724098319446821,0.920358214089712,0.05635020466638798,0.012027595545124795,1.4567067344104776,0.37236660735103483,0.13231666666666664,52061,48,0.004662549406600047,0.30350008599998546,0.03181504200006202,1740,60000,0.09900966666666668,0.0009666666666666667
217,catboost_conservative,label_smoothing,0.01,,none,shrinkage,0.01,val,0.06724098319446821,0.920358214089712,0.05536546692045212,0.011797755415375472,1.4482517388746472,0.37020532263361405,0.13231666666666664,52061,48,0.00461592391253407,0.30350008599998546,0.03181504200006202,1740,60000,0.09900966666666668,0.0009666666666666667
218,catboost_conservative,label_smoothing,0.01,,none,shrinkage,0.05,val,0.06724098319446821,0.920358214089712,0.0518036614463436,0.010902480047190357,1.4151917223855952,0.36175444787056193,0.13231666666666664,52061,46,0.00442942193627005,0.30350008599998546,0.03181504200006202,1740,60000,0.09900966666666668,0.0009666666666666667
219,catboost_conservative,label_smoothing,0.01,,none,shrinkage,0.1,val,0.06724098319446821,0.920358214089712,0.04790818224714328,0.009837577426286376,1.371902794145182,0.3506888359914018,0.13231666666666664,52061,44,0.004196294465940054,0.30350008599998546,0.03181504200006202,1740,60000,0.09900966666666668,0.0009666666666666667
220,catboost_conservative,label_smoothing,0.01,,none,shrinkage,0.2,val,0.06724098319446821,0.920358214089712,0.041177490539431545,0.007888410815569773,1.289845666581876,0.32971321098882717,0.13231666666666664,52061,39,0.003730039525279949,0.30350008599998546,0.03181504200006202,1740,60000,0.09900966666666668,0.0009666666666666667
221,catboost_conservative,label_smoothing,0.01,,none,noise_rank,0.9,val,0.07233189438612445,0.9063013786890545,,,2.2361561098571205,0.5716111860166292,0.0,60000,47,0.004244850364294339,0.30350008599998546,0.03181504200006202,1740,60000,0.09900966666666668,0.0009666666666666667
222,catboost_conservative,label_smoothing,0.01,,none,noise_rank,0.95,val,0.0777285660713798,0.9147592672917154,,,1.9327964221813194,0.49406570960841967,0.0,60000,48,0.005597164268885901,0.30350008599998546,0.03181504200006202,1740,60000,0.09900966666666668,0.0009666666666666667
223,catboost_conservative,label_smoothing,0.01,,none,noise_rank,0.98,val,0.07664119250347651,0.9170586164326665,,,1.7304855002990926,0.44235054290272563,0.0,60000,48,0.004533507855169372,0.30350008599998546,0.03181504200006202,1740,60000,0.09900966666666668,0.0009666666666666667
224,catboost_conservative,label_smoothing,0.01,,none,noise_rank,0.99,val,0.07361266121557951,0.9179560356620595,,,1.5955543776860726,0.40785914997742945,0.0,60000,48,0.0049568358081843455,0.30350008599998546,0.03181504200006202,1740,60000,0.09900966666666668,0.0009666666666666667
225,catboost_conservative,label_smoothing,0.01,,none,raw,,test,0.035612781170095656,0.9178835518012239,0.05645534535227905,0.012016735741223783,1.4518261593339985,0.37111902392176893,0.13185000000000002,52089,48,0.004156088502208832,0.30350008599998546,0.032932265999988886,1740,60000,0.09900966666666668,0.0009666666666666667
226,catboost_conservative,label_smoothing,0.01,,none,shrinkage,0.01,test,0.035612781170095656,0.9178835518012239,0.05544712944523972,0.01178820388593861,1.443370167858296,0.3689574846199884,0.13185000000000002,52089,48,0.004114527617186781,0.30350008599998546,0.032932265999988886,1740,60000,0.09900966666666668,0.0009666666666666667
227,catboost_conservative,label_smoothing,0.01,,none,shrinkage,0.05,test,0.035612781170095656,0.9178835518012239,0.05182576809201499,0.010897919256736338,1.409750389830649,0.3603635223705339,0.13185000000000002,52089,46,0.003948284077098352,0.30350008599998546,0.032932265999988886,1740,60000,0.09900966666666668,0.0009666666666666667
228,catboost_conservative,label_smoothing,0.01,,none,shrinkage,0.1,test,0.035612781170095656,0.9178835518012239,0.04789493156422433,0.009838709752094936,1.3693223077353076,0.35002920633015144,0.13185000000000002,52089,44,0.0037404796519879824,0.30350008599998546,0.032932265999988886,1740,60000,0.09900966666666668,0.0009666666666666667
229,catboost_conservative,label_smoothing,0.01,,none,shrinkage,0.2,test,0.035612781170095656,0.9178835518012239,0.041142857695156416,0.007899111682350246,1.2864624460559546,0.32884838465185856,0.13185000000000002,52089,39,0.0033248708017671325,0.30350008599998546,0.032932265999988886,1740,60000,0.09900966666666668,0.0009666666666666667
230,catboost_conservative,label_smoothing,0.01,,none,noise_rank,0.9,test,0.03981013078364148,0.9111937516610885,,,2.23227752564414,0.5706197337149431,0.0,60000,48,0.0045338488501801555,0.30350008599998546,0.032932265999988886,1740,60000,0.09900966666666668,0.0009666666666666667
231,catboost_conservative,label_smoothing,0.01,,none,noise_rank,0.95,test,0.038842591432963945,0.9223223253742986,,,1.9279193871838705,0.4928190311020096,0.0,60000,48,0.0055994089295052785,0.30350008599998546,0.032932265999988886,1740,60000,0.09900966666666668,0.0009666666666666667
232,catboost_conservative,label_smoothing,0.01,,none,noise_rank,0.98,test,0.037105456900605883,0.9213374652969134,,,1.7263042018610892,0.44128171011922673,0.0,60000,48,0.005192793756747083,0.30350008599998546,0.032932265999988886,1740,60000,0.09900966666666668,0.0009666666666666667
233,catboost_conservative,label_smoothing,0.01,,none,noise_rank,0.99,test,0.036069371818349544,0.9194425300779259,,,1.5938076712005673,0.4074126529902999,0.0,60000,48,0.005779898222969315,0.30350008599998546,0.032932265999988886,1740,60000,0.09900966666666668,0.0009666666666666667
234,catboost_conservative,label_smoothing,0.05,,none,raw,,val,0.06203159754612535,0.9196599816604326,0.05212340569371657,0.01081074253134503,1.4136387328420734,0.3613574692379294,0.14351666666666663,51389,47,0.007566868142033223,0.31555066099997475,0.033970978999946055,1740,60000,0.09504833333333333,0.0009666666666666667
235,catboost_conservative,label_smoothing,0.05,,none,shrinkage,0.01,val,0.06203159754612535,0.9196599816604326,0.05130631766033957,0.010605589257038469,1.4056128169257158,0.35930586680480947,0.14351666666666663,51389,47,0.007491199460612941,0.31555066099997475,0.033970978999946055,1740,60000,0.09504833333333333,0.0009666666666666667
236,catboost_conservative,label_smoothing,0.05,,none,shrinkage,0.05,val,0.06203159754612535,0.9196599816604326,0.04827033798734664,0.009806532356017346,1.3741945786273575,0.3512746670253696,0.14351666666666663,51389,45,0.0071885247349315895,0.31555066099997475,0.033970978999946055,1740,60000,0.09504833333333333,0.0009666666666666667
237,catboost_conservative,label_smoothing,0.05,,none,shrinkage,0.1,val,0.06203159754612535,0.9196599816604326,0.0448502397857737,0.008856212671202457,1.3348687696561115,0.3412221164865104,0.14351666666666663,51389,43,0.006810181327829956,0.31555066099997475,0.033970978999946055,1740,60000,0.09504833333333333,0.0009666666666666667
238,catboost_conservative,label_smoothing,0.05,,none,shrinkage,0.2,val,0.06203159754612535,0.9196599816604326,0.03879143514592529,0.007117244773111062,1.2483339049949735,0.31910188239252224,0.14351666666666663,51389,38,0.006053494513626578,0.31555066099997475,0.033970978999946055,1740,60000,0.09504833333333333,0.0009666666666666667
239,catboost_conservative,label_smoothing,0.05,,none,noise_rank,0.9,val,0.06714608354830882,0.9060387685107097,,,2.215888066456155,0.5664302237950771,0.0,60000,46,0.0034389037630915276,0.31555066099997475,0.033970978999946055,1740,60000,0.09504833333333333,0.0009666666666666667
240,catboost_conservative,label_smoothing,0.05,,none,noise_rank,0.95,val,0.07245381892284213,0.9139619448225238,,,1.9013933921352728,0.4860383973961772,0.0,60000,46,0.0038704417921654466,0.31555066099997475,0.033970978999946055,1740,60000,0.09504833333333333,0.0009666666666666667
241,catboost_conservative,label_smoothing,0.05,,none,noise_rank,0.98,val,0.06647643864075,0.9168684901151573,,,1.6891788690071128,0.4317916501675181,0.0,60000,47,0.004668899820091776,0.31555066099997475,0.033970978999946055,1740,60000,0.09504833333333333,0.0009666666666666667
242,catboost_conservative,label_smoothing,0.05,,none,noise_rank,0.99,val,0.06667121350841576,0.9175219954001512,,,1.554426871796157,0.39734604567491155,0.0,60000,47,0.004400228483428248,0.31555066099997475,0.033970978999946055,1740,60000,0.09504833333333333,0.0009666666666666667
243,catboost_conservative,label_smoothing,0.05,,none,raw,,test,0.03814664544213633,0.9158551542353011,0.05227810705419903,0.010857021290093761,1.4103943520960112,0.36052813343352325,0.14554999999999996,51267,47,0.005734954967996031,0.31555066099997475,0.03526429000010012,1740,60000,0.09504833333333333,0.0009666666666666667
244,catboost_conservative,label_smoothing,0.05,,none,shrinkage,0.01,test,0.03814664544213633,0.9158551542353011,0.05144360402200636,0.010651992911027043,1.4022671799695137,0.3584506476633167,0.14554999999999996,51267,47,0.0056776054183160785,0.31555066099997475,0.03526429000010012,1740,60000,0.09504833333333333,0.0009666666666666667
245,catboost_conservative,label_smoothing,0.05,,none,shrinkage,0.05,test,0.03814664544213633,0.9158551542353011,0.04835845131628495,0.009853316867161786,1.3700410694597438,0.35021293779682194,0.14554999999999996,51267,45,0.005448207219596268,0.31555066099997475,0.03526429000010012,1740,60000,0.09504833333333333,0.0009666666666666667
246,catboost_conservative,label_smoothing,0.05,,none,shrinkage,0.1,test,0.03814664544213633,0.9158551542353011,0.044903585026024435,0.008903206125233857,1.3304124427682626,0.34008298032047424,0.14554999999999996,51267,43,0.005161459471196395,0.31555066099997475,0.03526429000010012,1740,60000,0.09504833333333333,0.0009666666666666667
247,catboost_conservative,label_smoothing,0.05,,none,shrinkage,0.2,test,0.03814664544213633,0.9158551542353011,0.038815035258215315,0.007163765684390122,1.2466517265628896,0.31867188020957243,0.14554999999999996,51267,38,0.004587963974396758,0.31555066099997475,0.03526429000010012,1740,60000,0.09504833333333333,0.0009666666666666667
248,catboost_conservative,label_smoothing,0.05,,none,noise_rank,0.9,test,0.04202456276319814,0.9103581738209003,,,2.211415893441352,0.5652870370069122,0.0,60000,47,0.007211673375119632,0.31555066099997475,0.03526429000010012,1740,60000,0.09504833333333333,0.0009666666666666667
249,catboost_conservative,label_smoothing,0.05,,none,noise_rank,0.95,test,0.04177619352426436,0.9206462799096599,,,1.8956692476034724,0.48457517887116913,0.0,60000,47,0.005900389220281355,0.31555066099997475,0.03526429000010012,1740,60000,0.09504833333333333,0.0009666666666666667
250,catboost_conservative,label_smoothing,0.05,,none,noise_rank,0.98,test,0.03899539978696514,0.9205893283047175,,,1.6857198954116903,0.4309074596628552,0.0,60000,47,0.005734253979357562,0.31555066099997475,0.03526429000010012,1740,60000,0.09504833333333333,0.0009666666666666667
251,catboost_conservative,label_smoothing,0.05,,none,noise_rank,0.99,test,0.038739917036779085,0.9184093474266503,,,1.5504946661942378,0.39634088655481875,0.0,60000,47,0.005966452840118319,0.31555066099997475,0.03526429000010012,1740,60000,0.09504833333333333,0.0009666666666666667
252,catboost_conservative,label_smoothing,0.1,,none,raw,,val,0.06563873022762054,0.922232439634175,0.04818199245398793,0.009818861916363813,1.377698169113936,0.3521702625987384,0.11745000000000005,52953,46,0.006707196017358252,0.33182517700004155,0.04066489799993178,1740,60000,0.09009666666666666,0.0009666666666666667
253,catboost_conservative,label_smoothing,0.1,,none,shrinkage,0.01,val,0.06563873022762054,0.922232439634175,0.04750659631818624,0.009633751029430338,1.370519403230086,0.35033521053644506,0.11745000000000005,52953,46,0.006640124057184615,0.33182517700004155,0.04066489799993178,1740,60000,0.09009666666666666,0.0009666666666666667
254,catboost_conservative,label_smoothing,0.1,,none,shrinkage,0.05,val,0.06563873022762054,0.922232439634175,0.04493437351965863,0.008912818509977676,1.339945468042364,0.3425198333913467,0.11745000000000005,52953,44,0.00637183621649029,0.33182517700004155,0.04066489799993178,1740,60000,0.09009666666666666,0.0009666666666666667
255,catboost_conservative,label_smoothing,0.1,,none,shrinkage,0.1,val,0.06563873022762054,0.922232439634175,0.04194855208751053,0.008055552674294602,1.299724226185092,0.33223839031152264,0.11745000000000005,52953,42,0.006036476415622438,0.33182517700004155,0.04066489799993178,1740,60000,0.09009666666666666,0.0009666666666666667
256,catboost_conservative,label_smoothing,0.1,,none,shrinkage,0.2,val,0.06563873022762054,0.922232439634175,0.03651244266630877,0.006487353715037627,1.2170875184729029,0.3111146117454134,0.11745000000000005,52953,37,0.005365756813886513,0.33182517700004155,0.04066489799993178,1740,60000,0.09009666666666666,0.0009666666666666667
257,catboost_conservative,label_smoothing,0.1,,none,noise_rank,0.9,val,0.06846690933317218,0.9069200802154727,,,2.195556217468433,0.5612329514478771,0.0,60000,45,0.01173931280000462,0.33182517700004155,0.04066489799993178,1740,60000,0.09009666666666666,0.0009666666666666667
258,catboost_conservative,label_smoothing,0.1,,none,noise_rank,0.95,val,0.07064456512196217,0.915700119310736,,,1.8720749870255449,0.47854396163517915,0.0,60000,45,0.003637328691082131,0.33182517700004155,0.04066489799993178,1740,60000,0.09009666666666666,0.0009666666666666667
259,catboost_conservative,label_smoothing,0.1,,none,noise_rank,0.98,val,0.06660941741642137,0.9188733016628718,,,1.6533620401877436,0.4226360729202291,0.0,60000,45,0.006991755344327388,0.33182517700004155,0.04066489799993178,1740,60000,0.09009666666666666,0.0009666666666666667
260,catboost_conservative,label_smoothing,0.1,,none,noise_rank,0.99,val,0.06648319552202145,0.919816742391208,,,1.5100936165984482,0.3860134806219469,0.0,60000,46,0.005856340555432493,0.33182517700004155,0.04066489799993178,1740,60000,0.09009666666666666,0.0009666666666666667
261,catboost_conservative,label_smoothing,0.1,,none,raw,,test,0.03816417063308238,0.9166196863864955,0.04820828705451296,0.009836641435883439,1.3730797884991823,0.3509897018994927,0.1202333333333333,52786,46,0.008228159964910331,0.33182517700004155,0.04885749599998235,1740,60000,0.09009666666666666,0.0009666666666666667
262,catboost_conservative,label_smoothing,0.1,,none,shrinkage,0.01,test,0.03816417063308238,0.9166196863864955,0.04752532870302325,0.009652315151768847,1.3652913625824525,0.3489988071869813,0.1202333333333333,52786,45,0.00814587836526115,0.33182517700004155,0.04885749599998235,1740,60000,0.09009666666666666,0.0009666666666666667
263,catboost_conservative,label_smoothing,0.1,,none,shrinkage,0.05,test,0.03816417063308238,0.9166196863864955,0.04493080607202201,0.008934326619750486,1.3356418606882299,0.3414197357313476,0.1202333333333333,52786,44,0.007816751966664759,0.33182517700004155,0.04885749599998235,1740,60000,0.09009666666666666,0.0009666666666666667
264,catboost_conservative,label_smoothing,0.1,,none,shrinkage,0.1,test,0.03816417063308238,0.9166196863864955,0.041929509553713565,0.008080303314717523,1.2967435930112132,0.33147647424667764,0.1202333333333333,52786,41,0.007405343968419298,0.33182517700004155,0.04885749599998235,1740,60000,0.09009666666666666,0.0009666666666666667
265,catboost_conservative,label_smoothing,0.1,,none,shrinkage,0.2,test,0.03816417063308238,0.9166196863864955,0.036485179293347325,0.006517131237951562,1.2125765545511415,0.30996150913954884,0.1202333333333333,52786,37,0.006582527971928265,0.33182517700004155,0.04885749599998235,1740,60000,0.09009666666666666,0.0009666666666666667
266,catboost_conservative,label_smoothing,0.1,,none,noise_rank,0.9,test,0.037536551920613136,0.9095691927483924,,,2.1903665418167,0.5599063550437834,0.0,60000,46,0.009698529082696417,0.33182517700004155,0.04885749599998235,1740,60000,0.09009666666666666,0.0009666666666666667
267,catboost_conservative,label_smoothing,0.1,,none,noise_rank,0.95,test,0.03716071505267235,0.9209946051297863,,,1.8652979097446,0.47681159010476093,0.0,60000,46,0.010598818183931602,0.33182517700004155,0.04885749599998235,1740,60000,0.09009666666666666,0.0009666666666666667
268,catboost_conservative,label_smoothing,0.1,,none,noise_rank,0.98,test,0.03697592135477656,0.921349545940386,,,1.6500823004869167,0.42179769858135735,0.0,60000,46,0.008522233788467615,0.33182517700004155,0.04885749599998235,1740,60000,0.09009666666666666,0.0009666666666666667
269,catboost_conservative,label_smoothing,0.1,,none,noise_rank,0.99,test,0.03691454367152407,0.918917884989973,,,1.5060481123681324,0.38497935985509496,0.0,60000,46,0.008375196876688862,0.33182517700004155,0.04885749599998235,1740,60000,0.09009666666666666,0.0009666666666666667
270,catboost_conservative,label_smoothing,0.2,,none,raw,,val,0.07355726884684911,0.9245125172724439,0.04165903014713823,0.007877806032146507,1.3099508923886505,0.3348525534157192,0.12208333333333332,52675,42,0.009951926863732585,0.31471789400006855,0.04012362499997835,1740,60000,0.08019333333333334,0.0009666666666666667
271,catboost_conservative,label_smoothing,0.2,,none,shrinkage,0.01,val,0.07355726884684911,0.9245125172724439,0.041151786763110175,0.007732263210177128,1.3017958170549475,0.3327679349657797,0.12208333333333332,52675,42,0.009852407595095314,0.31471789400006855,0.04012362499997835,1740,60000,0.08019333333333334,0.0009666666666666667
272,catboost_conservative,label_smoothing,0.2,,none,shrinkage,0.05,val,0.07355726884684911,0.9245125172724439,0.039176359774173164,0.00716553072712186,1.2681538735876687,0.32416830673746955,0.12208333333333332,52675,40,0.009454330520546006,0.31471789400006855,0.04012362499997835,1740,60000,0.08019333333333334,0.0009666666666666667
273,catboost_conservative,label_smoothing,0.2,,none,shrinkage,0.1,val,0.07355726884684911,0.9245125172724439,0.03681222475697044,0.006491852434152838,1.2261706006493058,0.31343644936339254,0.12208333333333332,52675,38,0.008956734177359316,0.31471789400006855,0.04012362499997835,1740,60000,0.08019333333333334,0.0009666666666666667
274,catboost_conservative,label_smoothing,0.2,,none,shrinkage,0.2,val,0.07355726884684911,0.9245125172724439,0.032365011434809375,0.005260286884381668,1.150585844320047,0.2941153062554965,0.12208333333333332,52675,34,0.007961541490986157,0.31471789400006855,0.04012362499997835,1740,60000,0.08019333333333334,0.0009666666666666667
