noise_max,mean_y_soft_pos,mean_y_soft_neg,separation,soft_ap,soft_auc,soft_brier,reg_ap,reg_auc,reg_brier
0.1,0.9500771072008257,0.04981727267445917,0.9002598345263666,0.8518891635843417,0.9070803647074833,0.11537988552934533,0.8525908920776784,0.9087375273815951,0.11458286144474805
0.2,0.8991719156216597,0.09993524551314341,0.7992366701085163,0.8520413235827475,0.9068290466595551,0.11877859998173244,0.8501654053145403,0.9082118446525227,0.118486914193962
0.3,0.8488394132223686,0.1486245595143711,0.7002148537079975,0.8503086450356951,0.9071857207450429,0.12561082221357017,0.8513869388558315,0.9086870442802646,0.12499838240946584
0.4,0.8012389517066978,0.2047603578409839,0.5964785938657139,0.8505721025284602,0.9049589769928753,0.13633838655182112,0.8527640517971106,0.9064899319136608,0.13613841307588825
0.5,0.7488048209455541,0.24595710142977964,0.5028477195157744,0.8437041847582876,0.9048613031663879,0.14573189330633937,0.8484063686640204,0.9070518307806443,0.14545732092956248
