n_train,repeat,setup,auc,average_precision,brier_score
200,11,figs,0.5012423468650363,0.009767645986664514,0.08406726392291748
200,11,greedy,0.49859307270888265,0.009719734926264701,0.020579999588400098
200,12,logistic,0.5209104119807727,0.012102311124636648,0.010446711832964525
200,12,catboost,0.5123028865803432,0.01089018536241282,0.010551414638946554
200,12,hgb,0.5104303100615638,0.011516066285347445,0.01047323414428219
200,12,decision_tree,0.48249212196790425,0.010201503106198459,0.012518249805200084
200,12,figs,0.5016154089305375,0.010480063760934903,0.0843445342172735
200,12,greedy,0.4991706132328018,0.01042537026792605,0.021459999570800102
200,13,logistic,0.5457997124429926,0.011401375631702569,0.009871641590047074
200,13,catboost,0.5538783522212567,0.012141713823543532,0.009931151806861141
200,13,hgb,0.5511448699137957,0.011070561568451178,0.009852853102685681
200,13,decision_tree,0.4991178340756329,0.00980313375062773,0.011850549823600086
200,13,figs,0.5056033137466953,0.010007588451688258,0.08373453956969028
200,13,greedy,0.5007170207774356,0.009835777325186694,0.0203799995924001
200,14,logistic,0.5457310339305816,0.010868383949713355,0.00939061963334297
200,14,catboost,0.5338575908106717,0.010791762872275755,0.00947631748503845
200,14,hgb,0.5307446502683925,0.0103413617736707,0.00942882574787962
200,14,decision_tree,0.5080241660230355,0.009531606534474692,0.011358599835200088
200,14,figs,0.5067605436457895,0.009587025930754743,0.0840302945503367
200,14,greedy,0.498731632352322,0.009341822846632973,0.020259999594800102
200,15,logistic,0.5232228893723544,0.011201659661664056,0.010725823626908885
200,15,catboost,0.5149866870309739,0.011778906629431228,0.010783430408160363
200,15,hgb,0.5017730939467218,0.011092648872534958,0.010726755342717224
200,15,decision_tree,0.4838480212111039,0.010444460793286902,0.012772199801600086
200,15,figs,0.5018328709418083,0.010728034327950988,0.08405802157977228
200,15,greedy,0.5029888876118291,0.01077730419242857,0.021259999574800098
200,16,logistic,0.5095351794484159,0.010597555581220228,0.009588452440078846
200,16,catboost,0.542423398466655,0.01141534992558046,0.009628971853161998
200,16,hgb,0.5196142266403883,0.010404344351940735,0.00960012470195458
200,16,decision_tree,0.4964560015757878,0.009477664368363836,0.011550599827200088
200,16,figs,0.4977193325795596,0.009509881201956675,0.08357741973622189
200,16,greedy,0.5010695113140365,0.009564305350120855,0.0197599996048001
200,17,logistic,0.5426586324617986,0.012878592329558809,0.011071927081024786
200,17,catboost,0.5296457675344499,0.01228964775695307,0.011197150573411689
200,17,hgb,0.5189867514168008,0.012116455197434541,0.011104070800012907
200,17,decision_tree,0.5033649754155441,0.011118271095733982,0.012975899803200087
200,17,figs,0.5029824919282795,0.011129380764163371,0.0845293810801775
200,17,greedy,0.500920744731986,0.011063477193263406,0.0216199995676001
200,18,logistic,0.5389214684235426,0.011143747673887757,0.010170413447201486
200,18,catboost,0.5362661808888082,0.011972757193084643,0.01023404020381061
200,18,hgb,0.5432704587037211,0.011771542737202257,0.01018375593668112
200,18,decision_tree,0.5137722143561353,0.010491145895251306,0.01202114982320009
200,18,figs,0.5055631161117717,0.010325768399039946,0.08442771530558031
200,18,greedy,0.5003709209012523,0.010147938589477051,0.0209999995800001
200,19,logistic,0.513940038259638,0.010260354002596759,0.009607723370363407
200,19,catboost,0.49958358907140427,0.00936188414100818,0.009661003988521173
200,19,hgb,0.517763936338937,0.010231566935329298,0.009600560144744846
200,19,decision_tree,0.48665039892188044,0.009392605658113194,0.011649999822800086
200,19,figs,0.49964347383213026,0.009573546280599815,0.08370681254025468
200,19,greedy,0.4977600654352201,0.009555119895420756,0.020159999596800097
200,20,logistic,0.5283789129338454,0.011353960232394612,0.010009675679497025
200,20,catboost,0.5169687266494769,0.010706930936581413,0.010120241888704659
200,20,hgb,0.5177288983332212,0.010309393867107377,0.010032746802723536
200,20,decision_tree,0.4958224968957733,0.009904113548197311,0.012003349819200086
200,20,figs,0.500672746069906,0.0099944986571783,0.08358666207936709
200,20,greedy,0.504717116906891,0.010154580937576086,0.020279999594400102
200,21,logistic,0.5136962956154059,0.011815443423448022,0.011030878249516374
200,21,catboost,0.5441579556944572,0.012982951374383848,0.011119742171347629
200,21,hgb,0.5198203511352146,0.0114329556680468,0.01102486937810389
200,21,decision_tree,0.5126757974078501,0.01134346201743462,0.012879499808000086
200,21,figs,0.5003759536722124,0.011008569433127691,0.08446468467816111
200,21,greedy,0.4987416122805405,0.01097850525985241,0.0223799995524001
200,22,logistic,0.5161050541812682,0.010340288600742188,0.009800866018913112
200,22,catboost,0.5061551976801781,0.010345777171178062,0.00989460069188748
200,22,hgb,0.504420976600473,0.01086601118346139,0.009795910709167679
200,22,decision_tree,0.5027804155442364,0.009816614459938623,0.011761749826000086
200,22,figs,0.49509590653963004,0.00972325677547392,0.0841134756386435
200,22,greedy,0.4974387729154581,0.009732874550714471,0.0208599995828001
200,23,logistic,0.5413938431307161,0.012524132050962922,0.01027034696478193
200,23,catboost,0.5379249186320262,0.01231526047670577,0.010367522737426603
200,23,hgb,0.5325054946795053,0.011227974675784179,0.010332455298638972
200,23,decision_tree,0.5131982404578185,0.010597674974427075,0.012133049820800088
200,23,figs,0.503471524271777,0.010359832632428529,0.0844831693644515
