extractor_config,sigma,mean_y_soft_pos,mean_y_soft_neg,separation,downstream_ap_hard,downstream_ap_soft
heavy_reg,0.05,0.6568111641247047,0.32481861908239,0.33199254504231474,0.41865280680106026,0.4278593895344212
heavy_reg,0.1,0.5463820364188526,0.23081315449287534,0.3155688819259773,0.41865280680106026,0.40054537688904757
heavy_reg,0.25,0.20100759519012096,0.08634168765206818,0.11466590753805278,0.41865280680106026,0.4312376889898469
heavy_reg,0.5,0.12238275705480484,0.09461498809415375,0.027767768960651085,0.41865280680106026,0.4339584824391453
light_reg,0.05,0.6632685170464254,0.3268993491816292,0.3363691678647962,0.41865280680106026,0.4325202600453651
light_reg,0.1,0.6171586081918389,0.2534787708108856,0.3636798373809533,0.41865280680106026,0.4337021365862602
light_reg,0.25,0.25714073570353735,0.0824285928864587,0.17471214281707864,0.41865280680106026,0.4249440138979546
light_reg,0.5,0.12484012470506212,0.08820425125973198,0.03663587344533013,0.41865280680106026,0.4201177992581874
