depth,l2_leaf_reg,feature,importance
2,3,x34,2.9750821486536494
2,3,x35,1.55710224746382
2,3,x36,2.1436719841505445
2,3,x37,0.4629160309321383
2,3,x38,1.944202315041069
2,3,x39,2.3886848271812924
2,10,x00,1.865574077198314
2,10,x01,2.488527019957114
2,10,x02,0.7711130015333427
2,10,x03,4.130170407894576
2,10,x04,0.421480192092729
2,10,x05,14.923237674762735
2,10,x06,4.505755474860837
2,10,x07,1.5232066057708757
2,10,x08,0.47307997966169246
2,10,x09,2.324071250554273
2,10,x10,1.7183218725066636
2,10,x11,1.1392770404863868
2,10,x12,0.8922464788657946
2,10,x13,1.2980536493353567
2,10,x14,0.7892838229978497
2,10,x15,0.757743369468018
2,10,x16,0.1137806854251147
2,10,x17,8.523084353899614
2,10,x18,9.013893292364523
2,10,x19,8.854096159989673
2,10,x20,1.3261874810248022
2,10,x21,3.297640328256154
2,10,x22,0.540101387199766
2,10,x23,0.4752302622385625
2,10,x24,2.287289685592215
2,10,x25,4.8567724150656
2,10,x26,0.7212206469992996
2,10,x27,1.4244862943090768
2,10,x28,1.6664755376078175
2,10,x29,0.46112069851298393
2,10,x30,2.760104562078716
2,10,x31,5.697597341350982
2,10,x32,1.0823708565697927
2,10,x33,2.052009724538967
2,10,x34,0.48968657992592035
2,10,x35,0.5951195206558004
2,10,x36,0.9330454372894376
2,10,x37,0.6269586299978994
2,10,x38,1.15317166003981
2,10,x39,1.027414541120919
2,30,x00,1.6650814486421628
2,30,x01,3.341368747492981
2,30,x02,0.3260577226190012
2,30,x03,2.0573782266369367
2,30,x04,0.1305247303985117
2,30,x05,20.42380561119174
2,30,x06,3.5817029199136927
2,30,x07,1.2392089156066037
2,30,x08,1.198731118874485
2,30,x09,3.477590294738047
2,30,x10,1.5378426812325208
2,30,x11,1.0655419046122787
2,30,x12,0.8651099715345587
2,30,x13,1.1617032414377362
2,30,x14,1.4096054939931133
2,30,x15,0.12415127679894321
2,30,x16,0.122104053094859
2,30,x17,7.461691944537935
2,30,x18,11.282702720115237
