model,repeat,p_pos,roc_auc,average_precision,study
auc_model,1,0.5,0.7399272041171212,0.7078663678715899,imbalance
ap_model,1,0.5,0.7402229733924456,0.7163883022926327,imbalance
auc_model,2,0.5,0.7369754814126263,0.7296501691783719,imbalance
ap_model,2,0.5,0.735047124272652,0.7362923839012103,imbalance
auc_model,3,0.5,0.7374540865601545,0.7143423100061128,imbalance
ap_model,3,0.5,0.7362406085054827,0.7198238800714661,imbalance
auc_model,4,0.5,0.7317436633079656,0.7088327888707283,imbalance
ap_model,4,0.5,0.73092143122792,0.7123946353172281,imbalance
auc_model,5,0.5,0.726884867445461,0.7143784175504471,imbalance
ap_model,5,0.5,0.7251078705118276,0.7205989241306993,imbalance
auc_model,6,0.5,0.7469075001292025,0.721343699748695,imbalance
ap_model,6,0.5,0.7476555146107627,0.7313668843056635,imbalance
auc_model,7,0.5,0.742072756206727,0.7213063151995879,imbalance
ap_model,7,0.5,0.7406469405495923,0.7312058375600432,imbalance
auc_model,8,0.5,0.7397596455650587,0.7066105034656731,imbalance
ap_model,8,0.5,0.7362696384906335,0.713341080924508,imbalance
auc_model,9,0.5,0.7271980798079808,0.7170877344883931,imbalance
ap_model,9,0.5,0.7277558955895589,0.7255920450540483,imbalance
auc_model,10,0.5,0.7468282530737704,0.7200516157920194,imbalance
ap_model,10,0.5,0.7443900486680328,0.7231570743952236,imbalance
auc_model,11,0.5,0.743622574490298,0.7219996186101847,imbalance
ap_model,11,0.5,0.741437285749143,0.7267504856545355,imbalance
auc_model,12,0.5,0.7491840939836627,0.7304365774204373,imbalance
ap_model,12,0.5,0.7465008067394325,0.7378528440655343,imbalance
auc_model,13,0.5,0.7494863838929989,0.7186101766985012,imbalance
ap_model,13,0.5,0.7491326127987374,0.7247404614592977,imbalance
auc_model,14,0.5,0.753800460807373,0.7329030606358643,imbalance
ap_model,14,0.5,0.7523607577721243,0.7434880202741055,imbalance
auc_model,15,0.5,0.7297754578899343,0.7149920747663441,imbalance
ap_model,15,0.5,0.7269644614594206,0.7183600591458456,imbalance
auc_model,16,0.5,0.7453140394867115,0.7295301630394601,imbalance
ap_model,16,0.5,0.7426561108035972,0.7253526173376651,imbalance
auc_model,17,0.5,0.7386033981765437,0.7117647240973095,imbalance
ap_model,17,0.5,0.7361881977901117,0.718972508005663,imbalance
auc_model,18,0.5,0.7272652215479758,0.709734775609155,imbalance
ap_model,18,0.5,0.726170622142397,0.7112999712126471,imbalance
auc_model,19,0.5,0.7376910273723688,0.72194037062692,imbalance
ap_model,19,0.5,0.7359161144617596,0.7276667679922776,imbalance
auc_model,20,0.5,0.7428467039181588,0.7135620621519707,imbalance
ap_model,20,0.5,0.7419349367699043,0.7269105428846944,imbalance
auc_model,21,0.5,0.7372971248286455,0.7209776117498644,imbalance
ap_model,21,0.5,0.7349514062870283,0.7254673194318213,imbalance
auc_model,22,0.5,0.7468368928793712,0.7353476965192625,imbalance
ap_model,22,0.5,0.7454043340786674,0.7377686041317016,imbalance
auc_model,23,0.5,0.748930561500214,0.7249243086355717,imbalance
ap_model,23,0.5,0.748199095167426,0.7310891143863996,imbalance
auc_model,24,0.5,0.7395760994895473,0.7080409292313294,imbalance
ap_model,24,0.5,0.7378569499101635,0.7171761697314816,imbalance
auc_model,25,0.5,0.7362881248975999,0.7137423532332323,imbalance
ap_model,25,0.5,0.7355914831141968,0.7206268394035965,imbalance
auc_model,26,0.5,0.7314167287643816,0.707794859263355,imbalance
ap_model,26,0.5,0.7290800838907193,0.7098708268636384,imbalance
auc_model,27,0.5,0.7393469548818234,0.7110548060805446,imbalance
ap_model,27,0.5,0.7358537265799563,0.7139609953419737,imbalance
auc_model,28,0.5,0.7332702123233972,0.7137257795011598,imbalance
ap_model,28,0.5,0.7315665050640809,0.7192556805016193,imbalance
auc_model,29,0.5,0.7325783913565426,0.7090800996966311,imbalance
ap_model,29,0.5,0.7300585834333733,0.7157386738472853,imbalance
auc_model,30,0.5,0.7325945565506541,0.7141572034338677,imbalance
ap_model,30,0.5,0.7296000303486299,0.7193529736795699,imbalance
auc_model,31,0.5,0.7291235577652346,0.7031863364905795,imbalance
ap_model,31,0.5,0.7274617916192775,0.7103128234947946,imbalance
auc_model,32,0.5,0.7456039079147659,0.7247705182365324,imbalance
ap_model,32,0.5,0.7459084136881345,0.7310146411390476,imbalance
auc_model,33,0.5,0.7432515701613971,0.7141717013546987,imbalance
ap_model,33,0.5,0.7420637485847267,0.7238707253770573,imbalance
auc_model,34,0.5,0.7372980412964394,0.7042248070262875,imbalance
ap_model,34,0.5,0.7356837498291321,0.7109806821174486,imbalance
auc_model,35,0.5,0.7273991284153044,0.686008415192084,imbalance
ap_model,35,0.5,0.7269164363728275,0.6985259807612358,imbalance
auc_model,36,0.5,0.7407511320181123,0.7132010031571662,imbalance
ap_model,36,0.5,0.740933774940399,0.7209364847256878,imbalance
auc_model,37,0.5,0.7437953798179997,0.732163139894117,imbalance
ap_model,37,0.5,0.7420413059109057,0.736045269777891,imbalance
auc_model,38,0.5,0.737324027945604,0.7038048959832596,imbalance
ap_model,38,0.5,0.7373345081870687,0.7177762732333126,imbalance
auc_model,39,0.5,0.7338375395767924,0.7165648572464567,imbalance
ap_model,39,0.5,0.7313714455691994,0.7176661732770819,imbalance
