model,repeat,info_scale,roc_auc,average_precision,study
auc_model,5,1.8,0.8518566149304301,0.5075350437347754,feature_info
ap_model,5,1.8,0.8506937375511088,0.5071389044131926,feature_info
auc_model,6,1.8,0.8753952667541517,0.5234473771542426,feature_info
ap_model,6,1.8,0.8747567763247206,0.5214327325145829,feature_info
auc_model,7,1.8,0.8834110592938041,0.5598249895036052,feature_info
ap_model,7,1.8,0.8804195369865205,0.5561018335022605,feature_info
auc_model,8,1.8,0.8838880868236028,0.5484525512845821,feature_info
ap_model,8,1.8,0.882570785654016,0.5486441893299105,feature_info
auc_model,9,1.8,0.8597072197273572,0.5027186981125901,feature_info
ap_model,9,1.8,0.8572676868968725,0.5012241302767846,feature_info
auc_model,10,1.8,0.8755552394162487,0.537260159627241,feature_info
ap_model,10,1.8,0.8753095991748765,0.5368307843634392,feature_info
auc_model,11,1.8,0.8798291757617328,0.534215429762894,feature_info
ap_model,11,1.8,0.8788028978364455,0.53232560225624,feature_info
auc_model,12,1.8,0.8700539903869138,0.5336027568839553,feature_info
ap_model,12,1.8,0.87000439233223,0.5316406546533418,feature_info
auc_model,13,1.8,0.8827822835346624,0.5061341350917323,feature_info
ap_model,13,1.8,0.8821915690691969,0.5060219330458324,feature_info
auc_model,14,1.8,0.881114636452186,0.5505913129402549,feature_info
ap_model,14,1.8,0.8802650332321091,0.5487169285385581,feature_info
auc_model,15,1.8,0.875055101514591,0.5342898185588445,feature_info
ap_model,15,1.8,0.8729001446204554,0.5310783066264446,feature_info
auc_model,16,1.8,0.8677845383901298,0.4939666015253151,feature_info
ap_model,16,1.8,0.8666847431424807,0.4922033381801742,feature_info
auc_model,17,1.8,0.8590679040999908,0.4903277436513922,feature_info
ap_model,17,1.8,0.8577917032221083,0.4897821559236491,feature_info
auc_model,18,1.8,0.870106158456798,0.5189557027904932,feature_info
ap_model,18,1.8,0.869483559157486,0.5174642230587421,feature_info
auc_model,19,1.8,0.8610195857837304,0.5112481176015514,feature_info
ap_model,19,1.8,0.8595942087269558,0.5100588928369022,feature_info
auc_model,20,1.8,0.864610850856492,0.5441110413241133,feature_info
ap_model,20,1.8,0.8628040240787238,0.5413616005211527,feature_info
auc_model,21,1.8,0.8833910059556156,0.5823446228209009,feature_info
ap_model,21,1.8,0.8815995275893184,0.5805859972823066,feature_info
auc_model,22,1.8,0.8729574923657404,0.5069589608964299,feature_info
ap_model,22,1.8,0.8710645461756761,0.5052471560654512,feature_info
auc_model,23,1.8,0.8728110428302673,0.5109641446144091,feature_info
ap_model,23,1.8,0.8725008509688235,0.5105163649033688,feature_info
auc_model,24,1.8,0.8638209484690067,0.5252791887868734,feature_info
ap_model,24,1.8,0.8626264512186842,0.5236866800869049,feature_info
auc_model,25,1.8,0.8576434749169348,0.49332927778339875,feature_info
ap_model,25,1.8,0.8566854630173714,0.4923701382681731,feature_info
auc_model,26,1.8,0.8686033321057998,0.4964915153395909,feature_info
ap_model,26,1.8,0.8672267519648247,0.4949086136878144,feature_info
auc_model,27,1.8,0.8608565280604827,0.5101101951844859,feature_info
ap_model,27,1.8,0.8593626054085491,0.5110051175428181,feature_info
auc_model,28,1.8,0.8826593465279866,0.5597749376531973,feature_info
ap_model,28,1.8,0.880703539973315,0.5568838319980116,feature_info
auc_model,29,1.8,0.8714259958791208,0.5089080970179376,feature_info
ap_model,29,1.8,0.8698647836538461,0.5086781122015313,feature_info
auc_model,30,1.8,0.863755037442063,0.5186638656422624,feature_info
ap_model,30,1.8,0.862988054911749,0.5166293034888192,feature_info
auc_model,31,1.8,0.8788581018597803,0.5029347620935801,feature_info
ap_model,31,1.8,0.8785030425500336,0.5026841033799186,feature_info
auc_model,32,1.8,0.8742947290274685,0.5524756763268331,feature_info
ap_model,32,1.8,0.8722035896764051,0.5494758131369428,feature_info
auc_model,33,1.8,0.8756326544655453,0.5578503172754951,feature_info
ap_model,33,1.8,0.8746590133740484,0.5566283253047206,feature_info
auc_model,34,1.8,0.8653412650228209,0.5032389546432401,feature_info
ap_model,34,1.8,0.8653647510416159,0.5039889550728183,feature_info
auc_model,35,1.8,0.8601189356912282,0.49721558537151606,feature_info
ap_model,35,1.8,0.8586919835040042,0.49703857366797066,feature_info
auc_model,36,1.8,0.8738279683694586,0.5187034568774997,feature_info
ap_model,36,1.8,0.8714921942660249,0.5161314349786363,feature_info
auc_model,37,1.8,0.8731855473525527,0.5112222006919188,feature_info
ap_model,37,1.8,0.8718704429797481,0.5098659552349502,feature_info
auc_model,38,1.8,0.8793283265050112,0.5334611383202618,feature_info
ap_model,38,1.8,0.8772353865705413,0.5317477269202658,feature_info
auc_model,39,1.8,0.8778828366401041,0.551452487972645,feature_info
ap_model,39,1.8,0.8752685057190871,0.5518605974402483,feature_info
