model,repeat,p_pos,roc_auc,average_precision,n_iter,study,info_scale
ap_model,37,0.1,0.7104010831605432,0.19726650226865966,46.0,imbalance,
penalized_model,37,0.1,0.7063125477597707,0.2006408812215424,33.0,imbalance,
auc_model,38,0.1,0.7515769368905898,0.2544966997164628,86.0,imbalance,
ap_model,38,0.1,0.7503964488680483,0.26636730635042705,46.0,imbalance,
penalized_model,38,0.1,0.746038026719232,0.2643839784926393,33.0,imbalance,
auc_model,39,0.1,0.6853454091614383,0.18838911483799503,86.0,imbalance,
ap_model,39,0.1,0.6874973789818963,0.19560299302867568,46.0,imbalance,
penalized_model,39,0.1,0.6874176088656964,0.1982678387398486,33.0,imbalance,
auc_model,0,0.2,0.7405298614001273,0.43438519250124363,21.0,imbalance,
ap_model,0,0.2,0.7394066337458763,0.4327641687645516,60.0,imbalance,
penalized_model,0,0.2,0.7372224091603623,0.41488817426693647,25.0,imbalance,
auc_model,1,0.2,0.7367501616591906,0.44703636801356866,21.0,imbalance,
ap_model,1,0.2,0.7357651913486056,0.44731951512563217,60.0,imbalance,
penalized_model,1,0.2,0.7309054465424379,0.4263415033087335,25.0,imbalance,
auc_model,2,0.2,0.7358812034709414,0.4246278139268197,21.0,imbalance,
ap_model,2,0.2,0.733514754083705,0.4237810159588669,60.0,imbalance,
penalized_model,2,0.2,0.7283681395131116,0.4055218476483861,25.0,imbalance,
auc_model,3,0.2,0.7287966181978326,0.3970407415761209,21.0,imbalance,
ap_model,3,0.2,0.7267569794793336,0.3984799085031586,60.0,imbalance,
penalized_model,3,0.2,0.7295475864023077,0.38861711244500297,25.0,imbalance,
auc_model,4,0.2,0.7294292248490094,0.40665044463238664,21.0,imbalance,
ap_model,4,0.2,0.7267341672727794,0.40478261157194123,60.0,imbalance,
penalized_model,4,0.2,0.7275883574127141,0.3968016209792624,25.0,imbalance,
auc_model,5,0.2,0.749446138954174,0.4446366184184678,21.0,imbalance,
ap_model,5,0.2,0.7463653460599555,0.4491211069098182,60.0,imbalance,
penalized_model,5,0.2,0.7439135878304326,0.426061375470501,25.0,imbalance,
auc_model,6,0.2,0.7207528618979503,0.4266040286780569,21.0,imbalance,
ap_model,6,0.2,0.7201857384541626,0.4261715107218398,60.0,imbalance,
penalized_model,6,0.2,0.7183813329193913,0.40856209990664655,25.0,imbalance,
auc_model,7,0.2,0.7469124532517121,0.41688313879063965,21.0,imbalance,
ap_model,7,0.2,0.7457343913706904,0.41520998650997076,60.0,imbalance,
penalized_model,7,0.2,0.7426653028505532,0.4041734804802313,25.0,imbalance,
auc_model,8,0.2,0.7292301885193749,0.41874019681433683,21.0,imbalance,
ap_model,8,0.2,0.7275696346679441,0.4192269762052022,60.0,imbalance,
penalized_model,8,0.2,0.7264327811935417,0.40212914591692134,25.0,imbalance,
auc_model,9,0.2,0.7290096396558134,0.4346206197309031,21.0,imbalance,
ap_model,9,0.2,0.7255956357650264,0.43333114593495337,60.0,imbalance,
penalized_model,9,0.2,0.7265982541490448,0.412524383453984,25.0,imbalance,
auc_model,10,0.2,0.7454038949354593,0.4051640855997477,21.0,imbalance,
ap_model,10,0.2,0.7409740098133547,0.40721352216721984,60.0,imbalance,
penalized_model,10,0.2,0.7431277100228675,0.3912810137440368,25.0,imbalance,
auc_model,11,0.2,0.7321399769283405,0.40915831391209356,21.0,imbalance,
ap_model,11,0.2,0.7322450340080758,0.4108235413799288,60.0,imbalance,
penalized_model,11,0.2,0.7343538440027616,0.3943423281373601,25.0,imbalance,
auc_model,12,0.2,0.7253757659925839,0.4186991789188439,21.0,imbalance,
ap_model,12,0.2,0.7227404695318932,0.4200978844867878,60.0,imbalance,
penalized_model,12,0.2,0.7271532066457025,0.4075815671094402,25.0,imbalance,
auc_model,13,0.2,0.7374043722365367,0.43069956635437956,21.0,imbalance,
ap_model,13,0.2,0.7345950581718993,0.43192668639698223,60.0,imbalance,
penalized_model,13,0.2,0.7373741779193308,0.4176144849352296,25.0,imbalance,
auc_model,14,0.2,0.740154411949923,0.43782736689860047,21.0,imbalance,
ap_model,14,0.2,0.7420835537419079,0.439181144592371,60.0,imbalance,
penalized_model,14,0.2,0.7390163480188418,0.42475895613233683,25.0,imbalance,
auc_model,15,0.2,0.7291268988535439,0.4397038699486362,21.0,imbalance,
ap_model,15,0.2,0.7278022972936931,0.4383645407029229,60.0,imbalance,
penalized_model,15,0.2,0.7286750460068353,0.4176613852796298,25.0,imbalance,
auc_model,16,0.2,0.7279876413441632,0.4117495748047852,21.0,imbalance,
ap_model,16,0.2,0.7284122949514255,0.4185336301257372,60.0,imbalance,
penalized_model,16,0.2,0.729330530339226,0.40268935238790704,25.0,imbalance,
auc_model,17,0.2,0.7303641149651124,0.4068171843607703,21.0,imbalance,
ap_model,17,0.2,0.7289367490364996,0.4083875641701382,60.0,imbalance,
penalized_model,17,0.2,0.724944708934734,0.39006860618771405,25.0,imbalance,
auc_model,18,0.2,0.7375096916461574,0.4370757595041437,21.0,imbalance,
ap_model,18,0.2,0.7384944304464425,0.44235959665902835,60.0,imbalance,
penalized_model,18,0.2,0.7389914283190964,0.41830775025249345,25.0,imbalance,
auc_model,19,0.2,0.738492236494353,0.44284431298773097,21.0,imbalance,
ap_model,19,0.2,0.7344958417504528,0.44239441571757065,60.0,imbalance,
penalized_model,19,0.2,0.7348333636366375,0.4255226173630601,25.0,imbalance,
auc_model,20,0.2,0.7492797498006688,0.43265630402834576,21.0,imbalance,
ap_model,20,0.2,0.7458599056807858,0.4290944321431117,60.0,imbalance,
penalized_model,20,0.2,0.7450001545203381,0.4215128897135142,25.0,imbalance,
auc_model,21,0.2,0.7330857658745048,0.42826291570520947,21.0,imbalance,
ap_model,21,0.2,0.7332906037185534,0.43464293047925306,60.0,imbalance,
penalized_model,21,0.2,0.7301077858203755,0.4147747205518042,25.0,imbalance,
auc_model,22,0.2,0.7468490390186152,0.43251836076072714,21.0,imbalance,
ap_model,22,0.2,0.7433286732663291,0.4291937624589425,60.0,imbalance,
penalized_model,22,0.2,0.7452289730219905,0.42015421616723714,25.0,imbalance,
auc_model,23,0.2,0.7254616140576424,0.40561991541864906,21.0,imbalance,
ap_model,23,0.2,0.7225026113937116,0.40537442128816203,60.0,imbalance,
penalized_model,23,0.2,0.7249410659430994,0.39843462719426553,25.0,imbalance,
auc_model,24,0.2,0.7258381101268021,0.40549663599486574,21.0,imbalance,
ap_model,24,0.2,0.7217123253678752,0.405689883857973,60.0,imbalance,
penalized_model,24,0.2,0.7249810168986823,0.39287910274293797,25.0,imbalance,
auc_model,25,0.2,0.72828978250665,0.430699788395078,21.0,imbalance,
ap_model,25,0.2,0.7250802661194228,0.4312134033327395,60.0,imbalance,
penalized_model,25,0.2,0.730605990395147,0.41989876860900155,25.0,imbalance,
auc_model,26,0.2,0.735858518991049,0.41354920213885404,21.0,imbalance,
ap_model,26,0.2,0.7334932888396744,0.4120381534296197,60.0,imbalance,
penalized_model,26,0.2,0.729504682064923,0.39410621447024086,25.0,imbalance,
auc_model,27,0.2,0.7318520055204643,0.43071029644635883,21.0,imbalance,
ap_model,27,0.2,0.7308577803439361,0.42960864383438513,60.0,imbalance,
penalized_model,27,0.2,0.7268299836262333,0.41354103592884683,25.0,imbalance,
auc_model,28,0.2,0.7238745689760582,0.4344263762719217,21.0,imbalance,
ap_model,28,0.2,0.7213770756401163,0.4324771009167216,60.0,imbalance,
penalized_model,28,0.2,0.7225086204788339,0.4211875618813333,25.0,imbalance,
auc_model,29,0.2,0.7278527160523734,0.4031443051997543,21.0,imbalance,
ap_model,29,0.2,0.7282397981485363,0.40890134147889956,60.0,imbalance,
penalized_model,29,0.2,0.7300299870130006,0.38576776048922345,25.0,imbalance,
auc_model,30,0.2,0.7418258475963729,0.41974328340463724,21.0,imbalance,
ap_model,30,0.2,0.7417773945738735,0.42138942328862794,60.0,imbalance,
penalized_model,30,0.2,0.7416294853472959,0.41078410231572693,25.0,imbalance,
auc_model,31,0.2,0.7175865788143463,0.42318086338775107,21.0,imbalance,
ap_model,31,0.2,0.7176915206053267,0.42170508108644883,60.0,imbalance,
penalized_model,31,0.2,0.7144551010771901,0.40087379070233664,25.0,imbalance,
auc_model,32,0.2,0.7393889127578627,0.42132805241235444,21.0,imbalance,
ap_model,32,0.2,0.7356047048860828,0.41893981798372604,60.0,imbalance,
penalized_model,32,0.2,0.7345566286215979,0.40278984863891587,25.0,imbalance,
auc_model,33,0.2,0.7462220709887283,0.42358702705769724,21.0,imbalance,
ap_model,33,0.2,0.7473546541765592,0.42557935512230427,60.0,imbalance,
penalized_model,33,0.2,0.7469463750665922,0.4116104269506571,25.0,imbalance,
auc_model,34,0.2,0.7206954386680087,0.40129402298280403,21.0,imbalance,
ap_model,34,0.2,0.7207601567019492,0.40318108223922466,60.0,imbalance,
penalized_model,34,0.2,0.7163535032913211,0.38586038329928474,25.0,imbalance,
auc_model,35,0.2,0.7334481229677801,0.42193893452816383,21.0,imbalance,
ap_model,35,0.2,0.7323695684303873,0.42201391163337254,60.0,imbalance,
penalized_model,35,0.2,0.7320455217262785,0.41605691625464924,25.0,imbalance,
auc_model,36,0.2,0.719719824968419,0.40781548532638334,21.0,imbalance,
ap_model,36,0.2,0.7182502206620671,0.40830045874496146,60.0,imbalance,
penalized_model,36,0.2,0.7201362233990866,0.3978827718918736,25.0,imbalance,
auc_model,37,0.2,0.7388595155221437,0.42305441885129114,21.0,imbalance,
ap_model,37,0.2,0.7349672694471057,0.4299682501543269,60.0,imbalance,
penalized_model,37,0.2,0.7425200932178507,0.42895613821459166,25.0,imbalance,
auc_model,38,0.2,0.7309076465702972,0.4346155201188525,21.0,imbalance,
ap_model,38,0.2,0.7275552008232731,0.43496051111676437,60.0,imbalance,
penalized_model,38,0.2,0.7300012989019014,0.42536125791704704,25.0,imbalance,
auc_model,39,0.2,0.7241264300020532,0.41925819489734184,21.0,imbalance,
ap_model,39,0.2,0.7228022374471678,0.419228162341139,60.0,imbalance,
penalized_model,39,0.2,0.725660425601153,0.40947700510019525,25.0,imbalance,
auc_model,0,0.35,0.7349817447140148,0.5976605249762043,41.0,imbalance,
ap_model,0,0.35,0.7337873153293575,0.589904948388979,54.0,imbalance,
penalized_model,0,0.35,0.7387931357018614,0.6061252983372444,37.0,imbalance,
auc_model,1,0.35,0.7209484055530871,0.5677480956496388,41.0,imbalance,
ap_model,1,0.35,0.7202665289095147,0.5616381538565448,54.0,imbalance,
penalized_model,1,0.35,0.7214630461479374,0.5762420479324744,37.0,imbalance,
auc_model,2,0.35,0.7371131459796815,0.6035977494262528,41.0,imbalance,
ap_model,2,0.35,0.737471438422151,0.600153532413867,54.0,imbalance,
penalized_model,2,0.35,0.7414740091397048,0.616442737951754,37.0,imbalance,
auc_model,3,0.35,0.7246794207557428,0.5833190869320584,41.0,imbalance,
ap_model,3,0.35,0.7247381305568871,0.5784738189311844,54.0,imbalance,
penalized_model,3,0.35,0.7256098129038167,0.5845291057579636,37.0,imbalance,
auc_model,4,0.35,0.7437778098644061,0.6181283603518356,41.0,imbalance,
ap_model,4,0.35,0.7428522675829492,0.6131158653937164,54.0,imbalance,
penalized_model,4,0.35,0.7437783330159546,0.6198099730891069,37.0,imbalance,
auc_model,5,0.35,0.7290955092606637,0.5815195280814507,41.0,imbalance,
ap_model,5,0.35,0.7279851538693283,0.5745631799880077,54.0,imbalance,
penalized_model,5,0.35,0.7303855146863242,0.5895465432475954,37.0,imbalance,
auc_model,6,0.35,0.7367837060095046,0.583731873255394,41.0,imbalance,
ap_model,6,0.35,0.7368206149384164,0.5803831420429891,54.0,imbalance,
penalized_model,6,0.35,0.736147873929797,0.5880386949838362,37.0,imbalance,
auc_model,7,0.35,0.7312987007315209,0.5844394398374525,41.0,imbalance,
ap_model,7,0.35,0.7314573206681951,0.5801563165673067,54.0,imbalance,
penalized_model,7,0.35,0.7337739927939732,0.5983361850437874,37.0,imbalance,
auc_model,8,0.35,0.7335988003392115,0.5831089571161241,41.0,imbalance,
ap_model,8,0.35,0.7331861180273196,0.5780470874897066,54.0,imbalance,
penalized_model,8,0.35,0.7383104277548083,0.5965958107784832,37.0,imbalance,
auc_model,9,0.35,0.735867956043956,0.5939730846175582,41.0,imbalance,
ap_model,9,0.35,0.7349897142857142,0.5852590921033743,54.0,imbalance,
penalized_model,9,0.35,0.7371650109890111,0.6008026898882131,37.0,imbalance,
auc_model,10,0.35,0.7314056481900235,0.5927505924075352,41.0,imbalance,
ap_model,10,0.35,0.7296296087245183,0.5891471643702153,54.0,imbalance,
penalized_model,10,0.35,0.7333529593131918,0.5994456224975832,37.0,imbalance,
auc_model,11,0.35,0.7336158899424616,0.5867869268864252,41.0,imbalance,
ap_model,11,0.35,0.7331782682745759,0.5832430250346573,54.0,imbalance,
penalized_model,11,0.35,0.7363427990647882,0.5911517748876907,37.0,imbalance,
auc_model,12,0.35,0.7482553371870049,0.6233677331666625,41.0,imbalance,
ap_model,12,0.35,0.7476993657537554,0.6206256212811692,54.0,imbalance,
penalized_model,12,0.35,0.7490573374700638,0.6328533720336244,37.0,imbalance,
auc_model,13,0.35,0.7461802101583912,0.5995178610809941,41.0,imbalance,
ap_model,13,0.35,0.745882316596864,0.5950019612884216,54.0,imbalance,
penalized_model,13,0.35,0.7467248919860012,0.6040906877591471,37.0,imbalance,
auc_model,14,0.35,0.7460561702587152,0.5987950830132674,41.0,imbalance,
ap_model,14,0.35,0.7457489222788708,0.5932018149269529,54.0,imbalance,
penalized_model,14,0.35,0.7466552150194179,0.6098473033962369,37.0,imbalance,
auc_model,15,0.35,0.7423904487829583,0.5923243691282073,41.0,imbalance,
ap_model,15,0.35,0.7401376149650036,0.5843737013800827,54.0,imbalance,
penalized_model,15,0.35,0.7435295180571527,0.5958208984610547,37.0,imbalance,
auc_model,16,0.35,0.7234210695004848,0.5828977793772518,41.0,imbalance,
ap_model,16,0.35,0.7222671482992583,0.5768086130294632,54.0,imbalance,
penalized_model,16,0.35,0.7238762982383969,0.5906974835399873,37.0,imbalance,
auc_model,17,0.35,0.7389978080642025,0.5914861700974541,41.0,imbalance,
ap_model,17,0.35,0.7390348411730392,0.5856364494479784,54.0,imbalance,
penalized_model,17,0.35,0.7420314295310317,0.6025369134242198,37.0,imbalance,
auc_model,18,0.35,0.7309844607620999,0.5712694956421421,41.0,imbalance,
ap_model,18,0.35,0.7306448576118713,0.5720382395294965,54.0,imbalance,
penalized_model,18,0.35,0.7300955864297624,0.5708446716736795,37.0,imbalance,
auc_model,19,0.35,0.7491584617340666,0.6088100845904765,41.0,imbalance,
ap_model,19,0.35,0.7485193397491784,0.6050911048274745,54.0,imbalance,
penalized_model,19,0.35,0.7513624239934724,0.6164652639008242,37.0,imbalance,
auc_model,20,0.35,0.7323701650410648,0.5758233317377437,41.0,imbalance,
ap_model,20,0.35,0.7316607922281214,0.5715494870640381,54.0,imbalance,
penalized_model,20,0.35,0.734171260146357,0.5862420543353816,37.0,imbalance,
auc_model,21,0.35,0.7293711180124224,0.5917261586425513,41.0,imbalance,
ap_model,21,0.35,0.7292301451601648,0.5865091002424581,54.0,imbalance,
penalized_model,21,0.35,0.7331503419638496,0.5976001112152183,37.0,imbalance,
auc_model,22,0.35,0.7276837622251124,0.5855708787406573,41.0,imbalance,
ap_model,22,0.35,0.7262427927661319,0.5812744161806466,54.0,imbalance,
penalized_model,22,0.35,0.7311196464608681,0.5958354971558601,37.0,imbalance,
auc_model,23,0.35,0.7317709515031197,0.5763338842934779,41.0,imbalance,
ap_model,23,0.35,0.7318609082529779,0.5776390255588653,54.0,imbalance,
penalized_model,23,0.35,0.732603782614861,0.5788694123348678,37.0,imbalance,
auc_model,24,0.35,0.7462761381729078,0.622631774359914,41.0,imbalance,
ap_model,24,0.35,0.7441318456626775,0.6217197529012701,54.0,imbalance,
penalized_model,24,0.35,0.7464172111831922,0.6295487082803184,37.0,imbalance,
auc_model,25,0.35,0.7417860422920121,0.6067120965974115,41.0,imbalance,
ap_model,25,0.35,0.7418709189216433,0.6031726598492957,54.0,imbalance,
penalized_model,25,0.35,0.7444506434523543,0.611345937494034,37.0,imbalance,
auc_model,26,0.35,0.7332338254937292,0.5779679797081727,41.0,imbalance,
ap_model,26,0.35,0.732061387249321,0.5756539853161665,54.0,imbalance,
penalized_model,26,0.35,0.7348463235799478,0.5813568843925153,37.0,imbalance,
auc_model,27,0.35,0.7324328226596242,0.5895052798758924,41.0,imbalance,
ap_model,27,0.35,0.7317301477576668,0.5862114244962577,54.0,imbalance,
penalized_model,27,0.35,0.7352130431231125,0.5948731648020262,37.0,imbalance,
auc_model,28,0.35,0.7333062033490432,0.5973598903445209,41.0,imbalance,
ap_model,28,0.35,0.7322337523676316,0.5911057951348785,54.0,imbalance,
penalized_model,28,0.35,0.7357671126429546,0.6005185404139755,37.0,imbalance,
auc_model,29,0.35,0.7413834515072988,0.6098505597766299,41.0,imbalance,
ap_model,29,0.35,0.7404219128771841,0.6053864663672105,54.0,imbalance,
penalized_model,29,0.35,0.7448872951196897,0.61677818589347,37.0,imbalance,
auc_model,30,0.35,0.735021056389814,0.5763929049045687,41.0,imbalance,
ap_model,30,0.35,0.7352064044360025,0.572649972933723,54.0,imbalance,
penalized_model,30,0.35,0.7388044988912834,0.5858408771504949,37.0,imbalance,
auc_model,31,0.35,0.7530785107888096,0.614285635709437,41.0,imbalance,
ap_model,31,0.35,0.7521798815008213,0.611181439063082,54.0,imbalance,
penalized_model,31,0.35,0.7540940477684478,0.6162131958107709,37.0,imbalance,
auc_model,32,0.35,0.7277012753880371,0.5923368863525946,41.0,imbalance,
ap_model,32,0.35,0.726406565646528,0.5904665586369735,54.0,imbalance,
penalized_model,32,0.35,0.7302246761670232,0.5978198402014011,37.0,imbalance,
auc_model,33,0.35,0.7372680032809745,0.6017053079903145,41.0,imbalance,
ap_model,33,0.35,0.7357589508012887,0.5981265365425013,54.0,imbalance,
penalized_model,33,0.35,0.7417505917621534,0.6113881528478665,37.0,imbalance,
auc_model,34,0.35,0.7344054185451299,0.5859572424606225,41.0,imbalance,
ap_model,34,0.35,0.7342202946385727,0.5829133291992691,54.0,imbalance,
penalized_model,34,0.35,0.7356777502141044,0.594943474847538,37.0,imbalance,
auc_model,35,0.35,0.7459676496563341,0.5919818683953992,41.0,imbalance,
ap_model,35,0.35,0.7446987808299627,0.5898118341272737,54.0,imbalance,
penalized_model,35,0.35,0.7472332749069228,0.5933378717487926,37.0,imbalance,
auc_model,36,0.35,0.7380125153562653,0.6043234494157054,41.0,imbalance,
ap_model,36,0.35,0.7373471945934675,0.5961936107597648,54.0,imbalance,
penalized_model,36,0.35,0.7388112348691477,0.6093134395413314,37.0,imbalance,
auc_model,37,0.35,0.7439289068467067,0.6120988223273001,41.0,imbalance,
ap_model,37,0.35,0.7434995068786807,0.6074267504519656,54.0,imbalance,
penalized_model,37,0.35,0.7496668794198516,0.6203919272933599,37.0,imbalance,
auc_model,38,0.35,0.7304391208791208,0.5878445878150669,41.0,imbalance,
ap_model,38,0.35,0.730306989010989,0.5837790943885907,54.0,imbalance,
penalized_model,38,0.35,0.7325244835164835,0.5966878705887513,37.0,imbalance,
auc_model,39,0.35,0.7341162283059021,0.5975119835600543,41.0,imbalance,
ap_model,39,0.35,0.7335778057864042,0.5902177660623547,54.0,imbalance,
penalized_model,39,0.35,0.7341681297427023,0.602829903018331,37.0,imbalance,
auc_model,0,0.5,0.7333059020644497,0.7186323615025421,29.0,imbalance,
ap_model,0,0.5,0.7300262306508347,0.7224559027172444,74.0,imbalance,
penalized_model,0,0.5,0.7325536089826498,0.7247311805827048,25.0,imbalance,
auc_model,1,0.5,0.7399272041171212,0.7078663678715899,29.0,imbalance,
ap_model,1,0.5,0.7402229733924456,0.7163883022926327,74.0,imbalance,
penalized_model,1,0.5,0.7385333204049279,0.7176642839895995,25.0,imbalance,
auc_model,2,0.5,0.7369754814126263,0.7296501691783719,29.0,imbalance,
ap_model,2,0.5,0.735047124272652,0.7362923839012103,74.0,imbalance,
penalized_model,2,0.5,0.7332701144602202,0.736319036310811,25.0,imbalance,
auc_model,3,0.5,0.7374540865601545,0.7143423100061128,29.0,imbalance,
ap_model,3,0.5,0.7362406085054827,0.7198238800714661,74.0,imbalance,
penalized_model,3,0.5,0.7371175960078109,0.7207749039575904,25.0,imbalance,
auc_model,4,0.5,0.7317436633079656,0.7088327888707283,29.0,imbalance,
ap_model,4,0.5,0.73092143122792,0.7123946353172281,74.0,imbalance,
penalized_model,4,0.5,0.7291246188895097,0.7101393177302366,25.0,imbalance,
auc_model,5,0.5,0.726884867445461,0.7143784175504471,29.0,imbalance,
ap_model,5,0.5,0.7251078705118276,0.7205989241306993,74.0,imbalance,
penalized_model,5,0.5,0.7279796666647449,0.7216507971029092,25.0,imbalance,
auc_model,6,0.5,0.7469075001292025,0.721343699748695,29.0,imbalance,
ap_model,6,0.5,0.7476555146107627,0.7313668843056635,74.0,imbalance,
penalized_model,6,0.5,0.7460090027342928,0.7279254637848862,25.0,imbalance,
auc_model,7,0.5,0.742072756206727,0.7213063151995879,29.0,imbalance,
ap_model,7,0.5,0.7406469405495923,0.7312058375600432,74.0,imbalance,
penalized_model,7,0.5,0.740439937625466,0.7317885173621337,25.0,imbalance,
auc_model,8,0.5,0.7397596455650587,0.7066105034656731,29.0,imbalance,
ap_model,8,0.5,0.7362696384906335,0.713341080924508,74.0,imbalance,
penalized_model,8,0.5,0.7370518897324183,0.7169228538630766,25.0,imbalance,
auc_model,9,0.5,0.7271980798079808,0.7170877344883931,29.0,imbalance,
ap_model,9,0.5,0.7277558955895589,0.7255920450540483,74.0,imbalance,
penalized_model,9,0.5,0.7271934393439343,0.7241769064237787,25.0,imbalance,
auc_model,10,0.5,0.7468282530737704,0.7200516157920194,29.0,imbalance,
ap_model,10,0.5,0.7443900486680328,0.7231570743952236,74.0,imbalance,
penalized_model,10,0.5,0.7464028080174181,0.7263549545971821,25.0,imbalance,
auc_model,11,0.5,0.743622574490298,0.7219996186101847,29.0,imbalance,
ap_model,11,0.5,0.741437285749143,0.7267504856545355,74.0,imbalance,
penalized_model,11,0.5,0.7427286509146037,0.728640194122795,25.0,imbalance,
auc_model,12,0.5,0.7491840939836627,0.7304365774204373,29.0,imbalance,
ap_model,12,0.5,0.7465008067394325,0.7378528440655343,74.0,imbalance,
penalized_model,12,0.5,0.7483297203383357,0.7444486500497828,25.0,imbalance,
auc_model,13,0.5,0.7494863838929989,0.7186101766985012,29.0,imbalance,
ap_model,13,0.5,0.7491326127987374,0.7247404614592977,74.0,imbalance,
penalized_model,13,0.5,0.7451621682855973,0.7208025449739818,25.0,imbalance,
auc_model,14,0.5,0.753800460807373,0.7329030606358643,29.0,imbalance,
ap_model,14,0.5,0.7523607577721243,0.7434880202741055,74.0,imbalance,
penalized_model,14,0.5,0.7532404518472295,0.7371955539114955,25.0,imbalance,
auc_model,15,0.5,0.7297754578899343,0.7149920747663441,29.0,imbalance,
ap_model,15,0.5,0.7269644614594206,0.7183600591458456,74.0,imbalance,
penalized_model,15,0.5,0.7283753597446623,0.7226651041525894,25.0,imbalance,
auc_model,16,0.5,0.7453140394867115,0.7295301630394601,29.0,imbalance,
ap_model,16,0.5,0.7426561108035972,0.7253526173376651,74.0,imbalance,
penalized_model,16,0.5,0.7448033209586306,0.7295589273148316,25.0,imbalance,
auc_model,17,0.5,0.7386033981765437,0.7117647240973095,29.0,imbalance,
ap_model,17,0.5,0.7361881977901117,0.718972508005663,74.0,imbalance,
penalized_model,17,0.5,0.7386058781769405,0.7249942897435157,25.0,imbalance,
auc_model,18,0.5,0.7272652215479758,0.709734775609155,29.0,imbalance,
ap_model,18,0.5,0.726170622142397,0.7112999712126471,74.0,imbalance,
penalized_model,18,0.5,0.7278861239004605,0.7140690184810872,25.0,imbalance,
auc_model,19,0.5,0.7376910273723688,0.72194037062692,29.0,imbalance,
ap_model,19,0.5,0.7359161144617596,0.7276667679922776,74.0,imbalance,
penalized_model,19,0.5,0.7360393334079048,0.7232839726762341,25.0,imbalance,
auc_model,20,0.5,0.7428467039181588,0.7135620621519707,29.0,imbalance,
ap_model,20,0.5,0.7419349367699043,0.7269105428846944,74.0,imbalance,
penalized_model,20,0.5,0.7403889246491693,0.7268562223114695,25.0,imbalance,
auc_model,21,0.5,0.7372971248286455,0.7209776117498644,29.0,imbalance,
ap_model,21,0.5,0.7349514062870283,0.7254673194318213,74.0,imbalance,
penalized_model,21,0.5,0.7363467243867521,0.7289214914261717,25.0,imbalance,
auc_model,22,0.5,0.7468368928793712,0.7353476965192625,29.0,imbalance,
ap_model,22,0.5,0.7454043340786674,0.7377686041317016,74.0,imbalance,
penalized_model,22,0.5,0.7474934623196535,0.7435722938904928,25.0,imbalance,
auc_model,23,0.5,0.748930561500214,0.7249243086355717,29.0,imbalance,
ap_model,23,0.5,0.748199095167426,0.7310891143863996,74.0,imbalance,
penalized_model,23,0.5,0.7498098731554335,0.7351031821110221,25.0,imbalance,
auc_model,24,0.5,0.7395760994895473,0.7080409292313294,29.0,imbalance,
ap_model,24,0.5,0.7378569499101635,0.7171761697314816,74.0,imbalance,
penalized_model,24,0.5,0.7407817378966601,0.7169114866995258,25.0,imbalance,
auc_model,25,0.5,0.7362881248975999,0.7137423532332323,29.0,imbalance,
ap_model,25,0.5,0.7355914831141968,0.7206268394035965,74.0,imbalance,
penalized_model,25,0.5,0.7364014051875972,0.7252752359459068,25.0,imbalance,
auc_model,26,0.5,0.7314167287643816,0.707794859263355,29.0,imbalance,
ap_model,26,0.5,0.7290800838907193,0.7098708268636384,74.0,imbalance,
penalized_model,26,0.5,0.7297571716660327,0.7157448894513659,25.0,imbalance,
auc_model,27,0.5,0.7393469548818234,0.7110548060805446,29.0,imbalance,
ap_model,27,0.5,0.7358537265799563,0.7139609953419737,74.0,imbalance,
penalized_model,27,0.5,0.738548697163971,0.7159418043032677,25.0,imbalance,
auc_model,28,0.5,0.7332702123233972,0.7137257795011598,29.0,imbalance,
ap_model,28,0.5,0.7315665050640809,0.7192556805016193,74.0,imbalance,
penalized_model,28,0.5,0.7296663946623145,0.7165842652153269,25.0,imbalance,
auc_model,29,0.5,0.7325783913565426,0.7090800996966311,29.0,imbalance,
ap_model,29,0.5,0.7300585834333733,0.7157386738472853,74.0,imbalance,
penalized_model,29,0.5,0.7357019607843137,0.7237506729321812,25.0,imbalance,
auc_model,30,0.5,0.7325945565506541,0.7141572034338677,29.0,imbalance,
ap_model,30,0.5,0.7296000303486299,0.7193529736795699,74.0,imbalance,
penalized_model,30,0.5,0.7310296653055136,0.7230317667939007,25.0,imbalance,
auc_model,31,0.5,0.7291235577652346,0.7031863364905795,29.0,imbalance,
ap_model,31,0.5,0.7274617916192775,0.7103128234947946,74.0,imbalance,
penalized_model,31,0.5,0.7284001602643081,0.7097890750413637,25.0,imbalance,
auc_model,32,0.5,0.7456039079147659,0.7247705182365324,29.0,imbalance,
ap_model,32,0.5,0.7459084136881345,0.7310146411390476,74.0,imbalance,
penalized_model,32,0.5,0.746374853167572,0.7294403055127653,25.0,imbalance,
auc_model,33,0.5,0.7432515701613971,0.7141717013546987,29.0,imbalance,
ap_model,33,0.5,0.7420637485847267,0.7238707253770573,74.0,imbalance,
penalized_model,33,0.5,0.7436076686215414,0.7238342499290722,25.0,imbalance,
auc_model,34,0.5,0.7372980412964394,0.7042248070262875,29.0,imbalance,
ap_model,34,0.5,0.7356837498291321,0.7109806821174486,74.0,imbalance,
penalized_model,34,0.5,0.7368467736365459,0.7105941123824138,25.0,imbalance,
auc_model,35,0.5,0.7273991284153044,0.686008415192084,29.0,imbalance,
ap_model,35,0.5,0.7269164363728275,0.6985259807612358,74.0,imbalance,
penalized_model,35,0.5,0.7255903346905093,0.6977353111027813,25.0,imbalance,
