model,repeat,p_pos,roc_auc,average_precision,n_iter,study,info_scale
penalized_model,34,,0.6034844095329909,0.14291920741650027,21.0,feature_info,0.5
auc_model,35,,0.5754565421641974,0.1291699675979599,33.0,feature_info,0.5
ap_model,35,,0.5754565421641974,0.1291699675979599,33.0,feature_info,0.5
penalized_model,35,,0.5705482099410326,0.11900926381685836,21.0,feature_info,0.5
auc_model,36,,0.5844528582978978,0.12235508041357823,33.0,feature_info,0.5
ap_model,36,,0.5844528582978978,0.12235508041357823,33.0,feature_info,0.5
penalized_model,36,,0.5953394509492723,0.12027888273095173,21.0,feature_info,0.5
auc_model,37,,0.5936606768649257,0.1252471809332063,33.0,feature_info,0.5
ap_model,37,,0.5936606768649257,0.1252471809332063,33.0,feature_info,0.5
penalized_model,37,,0.5902093217871046,0.11805022886031774,21.0,feature_info,0.5
auc_model,38,,0.6060422525907523,0.13364716451182743,33.0,feature_info,0.5
ap_model,38,,0.6060422525907523,0.13364716451182743,33.0,feature_info,0.5
penalized_model,38,,0.6137168464849367,0.13114494502920127,21.0,feature_info,0.5
auc_model,39,,0.568588169225692,0.11523021756183285,33.0,feature_info,0.5
ap_model,39,,0.568588169225692,0.11523021756183285,33.0,feature_info,0.5
penalized_model,39,,0.5680161035352292,0.11632966423855859,21.0,feature_info,0.5
auc_model,0,,0.6519758881880604,0.1797174192273449,31.0,feature_info,0.8
ap_model,0,,0.6494767743907606,0.17872127535445492,73.0,feature_info,0.8
penalized_model,0,,0.6505899070940138,0.16986960087763298,24.0,feature_info,0.8
auc_model,1,,0.6812458960616142,0.20289957821947432,31.0,feature_info,0.8
ap_model,1,,0.6764921908718959,0.1943730055987562,73.0,feature_info,0.8
penalized_model,1,,0.6921520771610176,0.2041745483882138,24.0,feature_info,0.8
auc_model,2,,0.6558014956111852,0.18507644257851086,31.0,feature_info,0.8
ap_model,2,,0.6509190629852752,0.17887256130882434,73.0,feature_info,0.8
penalized_model,2,,0.6711355851936694,0.18668852610607273,24.0,feature_info,0.8
auc_model,3,,0.6838801460841533,0.19043065476169507,31.0,feature_info,0.8
ap_model,3,,0.6755772165608231,0.17730820020257415,73.0,feature_info,0.8
penalized_model,3,,0.6909252148323187,0.186979300315349,24.0,feature_info,0.8
auc_model,4,,0.6649238607910007,0.1865233547127692,31.0,feature_info,0.8
ap_model,4,,0.664353606163951,0.18383070576801294,73.0,feature_info,0.8
penalized_model,4,,0.6627549892636099,0.17574502283561028,24.0,feature_info,0.8
auc_model,5,,0.6780998189307536,0.2039229991391098,31.0,feature_info,0.8
ap_model,5,,0.6711922706516328,0.19350146456226655,73.0,feature_info,0.8
penalized_model,5,,0.6843504501482459,0.20066210798616146,24.0,feature_info,0.8
auc_model,6,,0.6773404914981794,0.21213873022829896,31.0,feature_info,0.8
ap_model,6,,0.6750465704959678,0.20113421591974687,73.0,feature_info,0.8
penalized_model,6,,0.6823052256231791,0.20805800328673002,24.0,feature_info,0.8
auc_model,7,,0.6816819150192432,0.20830649569614582,31.0,feature_info,0.8
ap_model,7,,0.6767178047288989,0.1991765928653351,73.0,feature_info,0.8
penalized_model,7,,0.6844328521552923,0.20536287676515885,24.0,feature_info,0.8
auc_model,8,,0.6567199410450681,0.18051494767204673,31.0,feature_info,0.8
ap_model,8,,0.6501258195320098,0.1762729943728863,73.0,feature_info,0.8
penalized_model,8,,0.6612425354163604,0.18005961387703967,24.0,feature_info,0.8
auc_model,9,,0.6730785131879456,0.2231636747803793,31.0,feature_info,0.8
ap_model,9,,0.6676271272003119,0.21979042459620768,73.0,feature_info,0.8
penalized_model,9,,0.6781238685104725,0.2213534487358808,24.0,feature_info,0.8
auc_model,10,,0.6649494014643349,0.1769513240959265,31.0,feature_info,0.8
ap_model,10,,0.6651129319638258,0.17470847381442386,73.0,feature_info,0.8
penalized_model,10,,0.6723578711744624,0.17796950610750223,24.0,feature_info,0.8
auc_model,11,,0.6503139284675779,0.1768916237859245,31.0,feature_info,0.8
ap_model,11,,0.6496220994475138,0.168746211179462,73.0,feature_info,0.8
penalized_model,11,,0.6600425705146845,0.17863258596947618,24.0,feature_info,0.8
auc_model,12,,0.6878545723606767,0.2106666434990782,31.0,feature_info,0.8
ap_model,12,,0.6795439410755726,0.2030582681956782,73.0,feature_info,0.8
penalized_model,12,,0.6817775984035697,0.1986824417518031,24.0,feature_info,0.8
auc_model,13,,0.6603316738722216,0.18927808491251774,31.0,feature_info,0.8
ap_model,13,,0.6531320144984498,0.1809387917600947,73.0,feature_info,0.8
penalized_model,13,,0.6723038123935543,0.18438769958628157,24.0,feature_info,0.8
auc_model,14,,0.6771465958212947,0.20215090735646868,31.0,feature_info,0.8
ap_model,14,,0.6748583781716311,0.19517285493803144,73.0,feature_info,0.8
penalized_model,14,,0.6800694842863517,0.1935556766732851,24.0,feature_info,0.8
auc_model,15,,0.6706777680434245,0.20948100495284197,31.0,feature_info,0.8
ap_model,15,,0.6680153592081716,0.2053676594146395,73.0,feature_info,0.8
penalized_model,15,,0.6823769015174214,0.20686821848505446,24.0,feature_info,0.8
auc_model,16,,0.6605118814757791,0.18026390193155165,31.0,feature_info,0.8
ap_model,16,,0.6607758166027917,0.1759406858552635,73.0,feature_info,0.8
penalized_model,16,,0.6590589660219957,0.1731189397702942,24.0,feature_info,0.8
auc_model,17,,0.6554639837772367,0.18763194473281858,31.0,feature_info,0.8
ap_model,17,,0.653607996981491,0.1845876079527356,73.0,feature_info,0.8
penalized_model,17,,0.6723847341317221,0.18674923868869173,24.0,feature_info,0.8
auc_model,18,,0.6459554136738496,0.1750163251354862,31.0,feature_info,0.8
ap_model,18,,0.6494044160681032,0.1791756116310686,73.0,feature_info,0.8
penalized_model,18,,0.6564301143921256,0.17364386170395563,24.0,feature_info,0.8
auc_model,19,,0.6522269485123009,0.19775924146077703,31.0,feature_info,0.8
ap_model,19,,0.6495825350954096,0.18790421503724158,73.0,feature_info,0.8
penalized_model,19,,0.6636475414271953,0.1940418551327444,24.0,feature_info,0.8
auc_model,20,,0.6790127644577584,0.19692828007906393,31.0,feature_info,0.8
ap_model,20,,0.674887388627628,0.19204278385941725,73.0,feature_info,0.8
penalized_model,20,,0.6930186455797972,0.19514021561390849,24.0,feature_info,0.8
auc_model,21,,0.6542640367445055,0.19541003919255565,31.0,feature_info,0.8
ap_model,21,,0.6486034083104395,0.18774895998316818,73.0,feature_info,0.8
penalized_model,21,,0.6622628348214286,0.18436633681345665,24.0,feature_info,0.8
auc_model,22,,0.6866399380113317,0.20130168925661923,31.0,feature_info,0.8
ap_model,22,,0.6818337933230254,0.19589886772203527,73.0,feature_info,0.8
penalized_model,22,,0.6825495038619785,0.19270039880202489,24.0,feature_info,0.8
auc_model,23,,0.6648282470610793,0.18928498190579784,31.0,feature_info,0.8
ap_model,23,,0.6609484582869385,0.18367045939689447,73.0,feature_info,0.8
penalized_model,23,,0.6695917349615034,0.19130095971844455,24.0,feature_info,0.8
auc_model,24,,0.6708468336080913,0.19362078845156078,31.0,feature_info,0.8
ap_model,24,,0.6703532419006087,0.1891570234051508,73.0,feature_info,0.8
penalized_model,24,,0.6742002952266388,0.1998238801380516,24.0,feature_info,0.8
auc_model,25,,0.6535951962937077,0.1993901523101371,31.0,feature_info,0.8
ap_model,25,,0.6523276165856043,0.19776043091467682,73.0,feature_info,0.8
penalized_model,25,,0.66012504326153,0.19553664396509862,24.0,feature_info,0.8
auc_model,26,,0.6504569550291228,0.17141879761917675,31.0,feature_info,0.8
ap_model,26,,0.6509081240735537,0.16432889971622636,73.0,feature_info,0.8
penalized_model,26,,0.6606102101506376,0.17535535424437843,24.0,feature_info,0.8
auc_model,27,,0.6738202445970084,0.1950697289756234,31.0,feature_info,0.8
ap_model,27,,0.6663143763847423,0.18783810554029312,73.0,feature_info,0.8
penalized_model,27,,0.6787933542029657,0.19271918521122483,24.0,feature_info,0.8
auc_model,28,,0.6677191391046813,0.22190176055511013,31.0,feature_info,0.8
ap_model,28,,0.6605803307610536,0.2112316074938801,73.0,feature_info,0.8
penalized_model,28,,0.6649883532413653,0.21873437751050806,24.0,feature_info,0.8
auc_model,29,,0.6568703313541466,0.17288254471293346,31.0,feature_info,0.8
ap_model,29,,0.6533777054204175,0.17243891645093434,73.0,feature_info,0.8
penalized_model,29,,0.6633001340739322,0.16419088358573417,24.0,feature_info,0.8
auc_model,30,,0.6871180858485028,0.20316760794852165,31.0,feature_info,0.8
ap_model,30,,0.6861827585776247,0.19417224640073838,73.0,feature_info,0.8
penalized_model,30,,0.6941205515085666,0.19746505047335816,24.0,feature_info,0.8
auc_model,31,,0.6557270457596063,0.19358902140672618,31.0,feature_info,0.8
ap_model,31,,0.6575107056649456,0.18831227508256138,73.0,feature_info,0.8
penalized_model,31,,0.6709682594417579,0.1937041618043494,24.0,feature_info,0.8
auc_model,32,,0.6593885395213603,0.1877487960099244,31.0,feature_info,0.8
ap_model,32,,0.6564303571625238,0.1834074429685116,73.0,feature_info,0.8
penalized_model,32,,0.6760118503507747,0.1918134643369872,24.0,feature_info,0.8
auc_model,33,,0.6821587069765576,0.2086499577709845,31.0,feature_info,0.8
ap_model,33,,0.6775124395798349,0.20043602779840933,73.0,feature_info,0.8
penalized_model,33,,0.6804062714809527,0.19755514510429095,24.0,feature_info,0.8
auc_model,34,,0.6585053976103264,0.18202568206187358,31.0,feature_info,0.8
ap_model,34,,0.6571098975947967,0.1781492634029501,73.0,feature_info,0.8
penalized_model,34,,0.6727117190066665,0.1790690579377554,24.0,feature_info,0.8
auc_model,35,,0.6738939568724875,0.18885303125610392,31.0,feature_info,0.8
ap_model,35,,0.6679694249883745,0.18498662326932394,73.0,feature_info,0.8
penalized_model,35,,0.6736253559290597,0.17862884924729525,24.0,feature_info,0.8
auc_model,36,,0.6790433654792488,0.1960046481242833,31.0,feature_info,0.8
ap_model,36,,0.6713770338264248,0.18742403416386288,73.0,feature_info,0.8
penalized_model,36,,0.6821314768398448,0.1819534545334079,24.0,feature_info,0.8
auc_model,37,,0.6724052747427914,0.20105155598531158,31.0,feature_info,0.8
ap_model,37,,0.6626175030731651,0.19361755060195363,73.0,feature_info,0.8
penalized_model,37,,0.6692088983734895,0.19132046531508481,24.0,feature_info,0.8
auc_model,38,,0.6727218742166525,0.19948187196878603,31.0,feature_info,0.8
ap_model,38,,0.6689475069381423,0.18972083387527505,73.0,feature_info,0.8
penalized_model,38,,0.6722723639192472,0.1869205380563168,24.0,feature_info,0.8
auc_model,39,,0.6453532840705806,0.17400275007078705,31.0,feature_info,0.8
ap_model,39,,0.6437092159294194,0.1689052599838583,73.0,feature_info,0.8
penalized_model,39,,0.6503981423131133,0.16805503006175182,24.0,feature_info,0.8
auc_model,0,,0.7679851357799308,0.32133975886167887,37.0,feature_info,1.2
ap_model,0,,0.7572304887662594,0.31483004036540063,91.0,feature_info,1.2
penalized_model,0,,0.7721757463228429,0.3174057176787733,21.0,feature_info,1.2
auc_model,1,,0.753580299475551,0.2944928498235677,37.0,feature_info,1.2
ap_model,1,,0.7467675929847237,0.28717837773843563,91.0,feature_info,1.2
penalized_model,1,,0.7579480825634769,0.3004045268664918,21.0,feature_info,1.2
auc_model,2,,0.7800691500028648,0.3269969492234963,37.0,feature_info,1.2
ap_model,2,,0.7733327543975248,0.32267130448767717,91.0,feature_info,1.2
penalized_model,2,,0.7797969904887412,0.3218277115134567,21.0,feature_info,1.2
auc_model,3,,0.7601008324856984,0.29447357556755593,37.0,feature_info,1.2
ap_model,3,,0.7526695991227881,0.28809487941211387,91.0,feature_info,1.2
penalized_model,3,,0.7597750791727083,0.28799538470426167,21.0,feature_info,1.2
auc_model,4,,0.7660018340016079,0.31885983995224954,37.0,feature_info,1.2
ap_model,4,,0.7577462771807026,0.3104235965132281,91.0,feature_info,1.2
penalized_model,4,,0.7682771263115492,0.3189691775628861,21.0,feature_info,1.2
auc_model,5,,0.7728608021457921,0.2843077054461036,37.0,feature_info,1.2
ap_model,5,,0.7658268877842915,0.29050561535562264,91.0,feature_info,1.2
penalized_model,5,,0.7705338103411123,0.28422421048771934,21.0,feature_info,1.2
auc_model,6,,0.7676520837058873,0.2892030811850042,37.0,feature_info,1.2
ap_model,6,,0.764347891296949,0.28628724119847027,91.0,feature_info,1.2
penalized_model,6,,0.771499724069769,0.29538400301240747,21.0,feature_info,1.2
auc_model,7,,0.7580350003854668,0.2918085416491194,37.0,feature_info,1.2
ap_model,7,,0.7528508023216115,0.2851450737131211,91.0,feature_info,1.2
penalized_model,7,,0.7644938820912124,0.2985884352894206,21.0,feature_info,1.2
auc_model,8,,0.7725346899892196,0.30471512264969186,37.0,feature_info,1.2
ap_model,8,,0.7652254147451638,0.2999209457394715,91.0,feature_info,1.2
penalized_model,8,,0.7755028036473618,0.30916504466217065,21.0,feature_info,1.2
auc_model,9,,0.7736958880529514,0.3079474437811156,37.0,feature_info,1.2
ap_model,9,,0.763508266664797,0.299917343495526,91.0,feature_info,1.2
penalized_model,9,,0.7733166048478135,0.3119254556729708,21.0,feature_info,1.2
auc_model,10,,0.768685611659663,0.27587244984994164,37.0,feature_info,1.2
ap_model,10,,0.7621546022684098,0.27146216867688955,91.0,feature_info,1.2
penalized_model,10,,0.7761427952204061,0.2737801792954281,21.0,feature_info,1.2
auc_model,11,,0.7711529791248886,0.3069282662757156,37.0,feature_info,1.2
ap_model,11,,0.7666322432737298,0.30036523932572634,91.0,feature_info,1.2
penalized_model,11,,0.7702101437165776,0.30691517511864735,21.0,feature_info,1.2
auc_model,12,,0.7833671111111111,0.3374806392015721,37.0,feature_info,1.2
ap_model,12,,0.7726811111111112,0.3329508819566962,91.0,feature_info,1.2
penalized_model,12,,0.7873855555555556,0.3271009991986692,21.0,feature_info,1.2
auc_model,13,,0.7763478754530765,0.31593825030839234,37.0,feature_info,1.2
ap_model,13,,0.7682001397440936,0.3110482677609735,91.0,feature_info,1.2
penalized_model,13,,0.7816972356871479,0.3216408267094566,21.0,feature_info,1.2
auc_model,14,,0.7718824812268902,0.3113716501706538,37.0,feature_info,1.2
ap_model,14,,0.7636579730312585,0.30460500173234073,91.0,feature_info,1.2
penalized_model,14,,0.7731518977536437,0.31129637203808336,21.0,feature_info,1.2
auc_model,15,,0.76991426059755,0.2948286445485944,37.0,feature_info,1.2
ap_model,15,,0.7600118733659852,0.2879734694444258,91.0,feature_info,1.2
penalized_model,15,,0.7738735714856548,0.29488108741288543,21.0,feature_info,1.2
auc_model,16,,0.7576693877974401,0.3141170740818506,37.0,feature_info,1.2
ap_model,16,,0.749419987690946,0.3107394250252992,91.0,feature_info,1.2
penalized_model,16,,0.7653197587978617,0.31244463037300807,21.0,feature_info,1.2
auc_model,17,,0.7753909399737766,0.31746705651722107,37.0,feature_info,1.2
ap_model,17,,0.7674472465485448,0.3073917959774695,91.0,feature_info,1.2
penalized_model,17,,0.7735845790591849,0.3116603992466835,21.0,feature_info,1.2
auc_model,18,,0.7646637657990385,0.28099495173903544,37.0,feature_info,1.2
ap_model,18,,0.7584729854970471,0.27999424000628453,91.0,feature_info,1.2
penalized_model,18,,0.7562398438463234,0.27263336582535463,21.0,feature_info,1.2
auc_model,19,,0.7855928502058425,0.3228882808822455,37.0,feature_info,1.2
ap_model,19,,0.7829659655016852,0.321958271453415,91.0,feature_info,1.2
penalized_model,19,,0.7896467002852662,0.3311148205129757,21.0,feature_info,1.2
auc_model,20,,0.78604146767495,0.3206978615186588,37.0,feature_info,1.2
ap_model,20,,0.7822041158083417,0.31441341970824077,91.0,feature_info,1.2
penalized_model,20,,0.7845027449862882,0.31891722660222943,21.0,feature_info,1.2
auc_model,21,,0.7771841509062865,0.30573900818909544,37.0,feature_info,1.2
ap_model,21,,0.7703903599403508,0.301564515664021,91.0,feature_info,1.2
penalized_model,21,,0.7784778718352698,0.30331405049528304,21.0,feature_info,1.2
auc_model,22,,0.7654157366071429,0.3051866255557138,37.0,feature_info,1.2
ap_model,22,,0.7538332760989012,0.3045811937485942,91.0,feature_info,1.2
penalized_model,22,,0.7680490212912088,0.30019890873724775,21.0,feature_info,1.2
auc_model,23,,0.77186469813897,0.28719234905555696,37.0,feature_info,1.2
ap_model,23,,0.7634845938850794,0.2830003993226875,91.0,feature_info,1.2
penalized_model,23,,0.7695136578631725,0.27452281564269004,21.0,feature_info,1.2
auc_model,24,,0.7694673576609085,0.3235320245420365,37.0,feature_info,1.2
ap_model,24,,0.7610212193476121,0.32161001770483066,91.0,feature_info,1.2
penalized_model,24,,0.7697497242198696,0.3202410951519257,21.0,feature_info,1.2
auc_model,25,,0.7748470939849352,0.3515352077841091,37.0,feature_info,1.2
ap_model,25,,0.7693274868661624,0.35586864868770984,91.0,feature_info,1.2
penalized_model,25,,0.7743578716114783,0.351259545790077,21.0,feature_info,1.2
auc_model,26,,0.7696805195799912,0.2928916047795735,37.0,feature_info,1.2
ap_model,26,,0.7603798932570187,0.2898453044112457,91.0,feature_info,1.2
penalized_model,26,,0.7736139688474822,0.297053445522799,21.0,feature_info,1.2
auc_model,27,,0.7651918324845444,0.3022809400780833,37.0,feature_info,1.2
ap_model,27,,0.757067206450007,0.29532187106399427,91.0,feature_info,1.2
penalized_model,27,,0.7695723042330586,0.2983647890679936,21.0,feature_info,1.2
auc_model,28,,0.7766868850626119,0.31550208536944196,37.0,feature_info,1.2
ap_model,28,,0.7722336711253863,0.3067090572788891,91.0,feature_info,1.2
penalized_model,28,,0.7800671348999837,0.3194498759907168,21.0,feature_info,1.2
auc_model,29,,0.7633714195212452,0.3091169967644388,37.0,feature_info,1.2
ap_model,29,,0.7586546902574777,0.30562005941275905,91.0,feature_info,1.2
penalized_model,29,,0.7617638807185846,0.2979116830908721,21.0,feature_info,1.2
auc_model,30,,0.7863144571049056,0.3123890515473246,37.0,feature_info,1.2
ap_model,30,,0.7784255893636155,0.3086884837536827,91.0,feature_info,1.2
penalized_model,30,,0.7882729761636983,0.3152517404844545,21.0,feature_info,1.2
auc_model,31,,0.7907123065491914,0.33851293935381016,37.0,feature_info,1.2
ap_model,31,,0.7809334698621797,0.3267797578528861,91.0,feature_info,1.2
penalized_model,31,,0.7917188713391736,0.3406479121222896,21.0,feature_info,1.2
auc_model,32,,0.7635046569083763,0.31699119628577455,37.0,feature_info,1.2
ap_model,32,,0.7563689700458394,0.31275789764479484,91.0,feature_info,1.2
penalized_model,32,,0.7642221042550371,0.32030418050661585,21.0,feature_info,1.2
auc_model,33,,0.7680707198357312,0.2877817467622483,37.0,feature_info,1.2
ap_model,33,,0.7592062245461801,0.28581084340759266,91.0,feature_info,1.2
penalized_model,33,,0.7720887566597766,0.2957791550640789,21.0,feature_info,1.2
auc_model,34,,0.7737629472887612,0.29213294449224636,37.0,feature_info,1.2
ap_model,34,,0.7676513861566183,0.2860641375718607,91.0,feature_info,1.2
penalized_model,34,,0.7795594936987872,0.29480746550110143,21.0,feature_info,1.2
auc_model,35,,0.7733169223914147,0.27953625708656454,37.0,feature_info,1.2
ap_model,35,,0.7601377871696647,0.27232889319150483,91.0,feature_info,1.2
penalized_model,35,,0.7729924960642778,0.2814903240343313,21.0,feature_info,1.2
auc_model,36,,0.76019348089577,0.3220430040825576,37.0,feature_info,1.2
ap_model,36,,0.7517879006177042,0.31848657124728236,91.0,feature_info,1.2
penalized_model,36,,0.7593337170114721,0.32117251503635036,21.0,feature_info,1.2
auc_model,37,,0.7450014013610019,0.2820860461579471,37.0,feature_info,1.2
ap_model,37,,0.7409847644031884,0.28581980970269905,91.0,feature_info,1.2
penalized_model,37,,0.7494974158903128,0.2859225707946369,21.0,feature_info,1.2
auc_model,38,,0.7656551111111112,0.2997433815936645,37.0,feature_info,1.2
ap_model,38,,0.7583931111111111,0.2950855356248544,91.0,feature_info,1.2
penalized_model,38,,0.7706455555555556,0.2965927714409244,21.0,feature_info,1.2
auc_model,39,,0.7501855269486676,0.2896913133498148,37.0,feature_info,1.2
ap_model,39,,0.7419040210274453,0.2804716821683629,91.0,feature_info,1.2
penalized_model,39,,0.7572847377394679,0.2950483346336339,21.0,feature_info,1.2
auc_model,0,,0.8694135115070527,0.5078813921949842,62.0,feature_info,1.8
ap_model,0,,0.8671638499497795,0.5077646670764585,80.0,feature_info,1.8
penalized_model,0,,0.8724415913358662,0.5121747481392072,34.0,feature_info,1.8
auc_model,1,,0.8717360438193869,0.5193835474633653,62.0,feature_info,1.8
ap_model,1,,0.8694605747751546,0.5156521015314118,80.0,feature_info,1.8
penalized_model,1,,0.8768728996862705,0.5271250172600233,34.0,feature_info,1.8
auc_model,2,,0.8695345575995674,0.5110510032420934,62.0,feature_info,1.8
ap_model,2,,0.8670668903958794,0.5076626930203741,80.0,feature_info,1.8
penalized_model,2,,0.8716826435015941,0.5162191327206966,34.0,feature_info,1.8
auc_model,3,,0.8749045995834894,0.55079310169015,62.0,feature_info,1.8
ap_model,3,,0.8743244966023762,0.5507972713894356,80.0,feature_info,1.8
penalized_model,3,,0.8772136746871465,0.5532639498366473,34.0,feature_info,1.8
auc_model,4,,0.8579977406580819,0.5178609811953693,62.0,feature_info,1.8
ap_model,4,,0.8582610745921598,0.5170104683795059,80.0,feature_info,1.8
penalized_model,4,,0.860135578582595,0.5118520013273232,34.0,feature_info,1.8
auc_model,5,,0.8518566149304301,0.5075350437347754,62.0,feature_info,1.8
ap_model,5,,0.8506937375511088,0.5071389044131926,80.0,feature_info,1.8
penalized_model,5,,0.8545662173113752,0.5115914195404728,34.0,feature_info,1.8
auc_model,6,,0.8753952667541517,0.5234473771542426,62.0,feature_info,1.8
ap_model,6,,0.8747567763247206,0.5214327325145829,80.0,feature_info,1.8
penalized_model,6,,0.8781110004977601,0.5258467324946914,34.0,feature_info,1.8
auc_model,7,,0.8834110592938041,0.5598249895036052,62.0,feature_info,1.8
ap_model,7,,0.8804195369865205,0.5561018335022605,80.0,feature_info,1.8
penalized_model,7,,0.8815502385845163,0.5603677839187925,34.0,feature_info,1.8
auc_model,8,,0.8838880868236028,0.5484525512845821,62.0,feature_info,1.8
ap_model,8,,0.882570785654016,0.5486441893299105,80.0,feature_info,1.8
penalized_model,8,,0.8810143647535803,0.5463786046646735,34.0,feature_info,1.8
auc_model,9,,0.8597072197273572,0.5027186981125901,62.0,feature_info,1.8
ap_model,9,,0.8572676868968725,0.5012241302767846,80.0,feature_info,1.8
penalized_model,9,,0.8609239205470295,0.5061966248185388,34.0,feature_info,1.8
auc_model,10,,0.8755552394162487,0.537260159627241,62.0,feature_info,1.8
ap_model,10,,0.8753095991748765,0.5368307843634392,80.0,feature_info,1.8
penalized_model,10,,0.8782198195634907,0.5388245866031202,34.0,feature_info,1.8
auc_model,11,,0.8798291757617328,0.534215429762894,62.0,feature_info,1.8
ap_model,11,,0.8788028978364455,0.53232560225624,80.0,feature_info,1.8
penalized_model,11,,0.8826231458771002,0.5319824880422873,34.0,feature_info,1.8
auc_model,12,,0.8700539903869138,0.5336027568839553,62.0,feature_info,1.8
ap_model,12,,0.87000439233223,0.5316406546533418,80.0,feature_info,1.8
penalized_model,12,,0.8696114059439919,0.5373858036692545,34.0,feature_info,1.8
auc_model,13,,0.8827822835346624,0.5061341350917323,62.0,feature_info,1.8
ap_model,13,,0.8821915690691969,0.5060219330458324,80.0,feature_info,1.8
penalized_model,13,,0.8814644474082403,0.504414893320662,34.0,feature_info,1.8
auc_model,14,,0.881114636452186,0.5505913129402549,62.0,feature_info,1.8
ap_model,14,,0.8802650332321091,0.5487169285385581,80.0,feature_info,1.8
penalized_model,14,,0.8848438484787716,0.5567730195942385,34.0,feature_info,1.8
auc_model,15,,0.875055101514591,0.5342898185588445,62.0,feature_info,1.8
ap_model,15,,0.8729001446204554,0.5310783066264446,80.0,feature_info,1.8
penalized_model,15,,0.8766905458581374,0.5366572081862827,34.0,feature_info,1.8
auc_model,16,,0.8677845383901298,0.4939666015253151,62.0,feature_info,1.8
ap_model,16,,0.8666847431424807,0.4922033381801742,80.0,feature_info,1.8
penalized_model,16,,0.8725816669910761,0.4961949982826367,34.0,feature_info,1.8
auc_model,17,,0.8590679040999908,0.4903277436513922,62.0,feature_info,1.8
ap_model,17,,0.8577917032221083,0.4897821559236491,80.0,feature_info,1.8
penalized_model,17,,0.8591486442780979,0.4962189696316559,34.0,feature_info,1.8
auc_model,18,,0.870106158456798,0.5189557027904932,62.0,feature_info,1.8
ap_model,18,,0.869483559157486,0.5174642230587421,80.0,feature_info,1.8
penalized_model,18,,0.8739360938753112,0.5336595312437105,34.0,feature_info,1.8
auc_model,19,,0.8610195857837304,0.5112481176015514,62.0,feature_info,1.8
ap_model,19,,0.8595942087269558,0.5100588928369022,80.0,feature_info,1.8
penalized_model,19,,0.8622765477537371,0.5158635513073064,34.0,feature_info,1.8
auc_model,20,,0.864610850856492,0.5441110413241133,62.0,feature_info,1.8
ap_model,20,,0.8628040240787238,0.5413616005211527,80.0,feature_info,1.8
penalized_model,20,,0.8673791661005918,0.5442260595971952,34.0,feature_info,1.8
auc_model,21,,0.8833910059556156,0.5823446228209009,62.0,feature_info,1.8
ap_model,21,,0.8815995275893184,0.5805859972823066,80.0,feature_info,1.8
penalized_model,21,,0.8859465033931186,0.5816153010304774,34.0,feature_info,1.8
auc_model,22,,0.8729574923657404,0.5069589608964299,62.0,feature_info,1.8
ap_model,22,,0.8710645461756761,0.5052471560654512,80.0,feature_info,1.8
penalized_model,22,,0.8721218887906538,0.5135445589748441,34.0,feature_info,1.8
auc_model,23,,0.8728110428302673,0.5109641446144091,62.0,feature_info,1.8
ap_model,23,,0.8725008509688235,0.5105163649033688,80.0,feature_info,1.8
penalized_model,23,,0.8715485436537856,0.5257236884865232,34.0,feature_info,1.8
auc_model,24,,0.8638209484690067,0.5252791887868734,62.0,feature_info,1.8
ap_model,24,,0.8626264512186842,0.5236866800869049,80.0,feature_info,1.8
penalized_model,24,,0.8665416298911445,0.5222547873257936,34.0,feature_info,1.8
auc_model,25,,0.8576434749169348,0.49332927778339875,62.0,feature_info,1.8
ap_model,25,,0.8566854630173714,0.4923701382681731,80.0,feature_info,1.8
penalized_model,25,,0.8645101627878978,0.5011311998820157,34.0,feature_info,1.8
auc_model,26,,0.8686033321057998,0.4964915153395909,62.0,feature_info,1.8
ap_model,26,,0.8672267519648247,0.4949086136878144,80.0,feature_info,1.8
penalized_model,26,,0.867245720133462,0.5002994537378074,34.0,feature_info,1.8
auc_model,27,,0.8608565280604827,0.5101101951844859,62.0,feature_info,1.8
ap_model,27,,0.8593626054085491,0.5110051175428181,80.0,feature_info,1.8
penalized_model,27,,0.8626672870020354,0.503492043078644,34.0,feature_info,1.8
auc_model,28,,0.8826593465279866,0.5597749376531973,62.0,feature_info,1.8
ap_model,28,,0.880703539973315,0.5568838319980116,80.0,feature_info,1.8
penalized_model,28,,0.8883743349677228,0.5702052925191798,34.0,feature_info,1.8
auc_model,29,,0.8714259958791208,0.5089080970179376,62.0,feature_info,1.8
ap_model,29,,0.8698647836538461,0.5086781122015313,80.0,feature_info,1.8
penalized_model,29,,0.8729090831043955,0.5144729953284986,34.0,feature_info,1.8
auc_model,30,,0.863755037442063,0.5186638656422624,62.0,feature_info,1.8
ap_model,30,,0.862988054911749,0.5166293034888192,80.0,feature_info,1.8
penalized_model,30,,0.8618828225850774,0.5199631038620753,34.0,feature_info,1.8
auc_model,31,,0.8788581018597803,0.5029347620935801,62.0,feature_info,1.8
ap_model,31,,0.8785030425500336,0.5026841033799186,80.0,feature_info,1.8
penalized_model,31,,0.8792560879542418,0.514105411920093,34.0,feature_info,1.8
auc_model,32,,0.8742947290274685,0.5524756763268331,62.0,feature_info,1.8
ap_model,32,,0.8722035896764051,0.5494758131369428,80.0,feature_info,1.8
penalized_model,32,,0.8786573649504346,0.5585720705818352,34.0,feature_info,1.8
auc_model,33,,0.8756326544655453,0.5578503172754951,62.0,feature_info,1.8
